"Industry","Date","Value","GEO"
"Construction",2025-03-01,56,NA
"Construction",2025-04-01,60,NA
"Construction",2025-05-01,51,NA
"Manufacturing",2011-01-01,27,NA
"Manufacturing",2011-02-01,21,NA
"Manufacturing",2011-03-01,37,NA
"Manufacturing",2011-04-01,44,NA
"Manufacturing",2011-05-01,29,NA
"Manufacturing",2011-06-01,29,NA
"Manufacturing",2011-07-01,37,NA
"Manufacturing",2011-08-01,30,NA
"Manufacturing",2011-09-01,23,NA
"Manufacturing",2011-10-01,49,NA
"Manufacturing",2011-11-01,27,NA
"Manufacturing",2011-12-01,40,NA
"Manufacturing",2012-01-01,31,NA
"Manufacturing",2012-02-01,31,NA
"Manufacturing",2012-03-01,26,NA
"Manufacturing",2012-04-01,30,NA
"Manufacturing",2012-05-01,23,NA
"Manufacturing",2012-06-01,17,NA
"Manufacturing",2012-07-01,26,NA
"Manufacturing",2012-08-01,17,NA
"Manufacturing",2012-09-01,25,NA
"Manufacturing",2012-10-01,29,NA
"Manufacturing",2012-11-01,30,NA
"Manufacturing",2012-12-01,23,NA
"Manufacturing",2013-01-01,22,NA
"Manufacturing",2013-02-01,22,NA
"Manufacturing",2013-03-01,24,NA
"Manufacturing",2013-04-01,31,NA
"Manufacturing",2013-05-01,24,NA
"Manufacturing",2013-06-01,21,NA
"Manufacturing",2013-07-01,21,NA
"Manufacturing",2013-08-01,24,NA
"Manufacturing",2013-09-01,27,NA
"Manufacturing",2013-10-01,32,NA
"Manufacturing",2013-11-01,22,NA
"Manufacturing",2013-12-01,25,NA
"Manufacturing",2014-01-01,24,NA
"Manufacturing",2014-02-01,21,NA
"Manufacturing",2014-03-01,22,NA
"Manufacturing",2014-04-01,21,NA
"Manufacturing",2014-05-01,27,NA
"Manufacturing",2014-06-01,25,NA
"Manufacturing",2014-07-01,23,NA
"Manufacturing",2014-08-01,18,NA
"Manufacturing",2014-09-01,25,NA
"Manufacturing",2014-10-01,24,NA
"Manufacturing",2014-11-01,18,NA
"Manufacturing",2014-12-01,28,NA
"Manufacturing",2015-01-01,9,NA
"Manufacturing",2015-02-01,28,NA
"Manufacturing",2015-03-01,25,NA
"Manufacturing",2015-04-01,27,NA
"Manufacturing",2015-05-01,23,NA
"Manufacturing",2015-06-01,18,NA
"Manufacturing",2015-07-01,16,NA
"Manufacturing",2015-08-01,18,NA
"Manufacturing",2015-09-01,29,NA
"Manufacturing",2015-10-01,26,NA
"Manufacturing",2015-11-01,23,NA
"Manufacturing",2015-12-01,25,NA
"Manufacturing",2016-01-01,22,NA
"Manufacturing",2016-02-01,24,NA
"Manufacturing",2016-03-01,21,NA
"Manufacturing",2016-04-01,17,NA
"Manufacturing",2016-05-01,23,NA
"Manufacturing",2016-06-01,17,NA
"Manufacturing",2016-07-01,12,NA
"Manufacturing",2016-08-01,17,NA
"Manufacturing",2016-09-01,16,NA
"Manufacturing",2016-10-01,17,NA
"Manufacturing",2016-11-01,17,NA
"Manufacturing",2016-12-01,13,NA
"Manufacturing",2017-01-01,14,NA
"Manufacturing",2017-02-01,23,NA
"Manufacturing",2017-03-01,23,NA
"Manufacturing",2017-04-01,29,NA
"Manufacturing",2017-05-01,20,NA
"Manufacturing",2017-06-01,23,NA
"Manufacturing",2017-07-01,15,NA
"Manufacturing",2017-08-01,18,NA
"Manufacturing",2017-09-01,12,NA
"Manufacturing",2017-10-01,26,NA
"Manufacturing",2017-11-01,20,NA
"Manufacturing",2017-12-01,15,NA
"Manufacturing",2018-01-01,10,NA
"Manufacturing",2018-02-01,12,NA
"Manufacturing",2018-03-01,22,NA
"Manufacturing",2018-04-01,21,NA
"Manufacturing",2018-05-01,14,NA
"Manufacturing",2018-06-01,15,NA
"Manufacturing",2018-07-01,19,NA
"Manufacturing",2018-08-01,23,NA
"Manufacturing",2018-09-01,20,NA
"Manufacturing",2018-10-01,16,NA
"Manufacturing",2018-11-01,20,NA
"Manufacturing",2018-12-01,21,NA
"Manufacturing",2019-01-01,16,NA
"Manufacturing",2019-02-01,17,NA
"Manufacturing",2019-03-01,21,NA
"Manufacturing",2019-04-01,25,NA
"Manufacturing",2019-05-01,25,NA
"Manufacturing",2019-06-01,21,NA
"Manufacturing",2019-07-01,22,NA
"Manufacturing",2019-08-01,16,NA
"Manufacturing",2019-09-01,16,NA
"Manufacturing",2019-10-01,18,NA
"Manufacturing",2019-11-01,19,NA
"Manufacturing",2019-12-01,27,NA
"Manufacturing",2020-01-01,13,NA
"Manufacturing",2020-02-01,21,NA
"Manufacturing",2020-03-01,15,NA
"Manufacturing",2020-04-01,12,NA
"Manufacturing",2020-05-01,15,NA
"Manufacturing",2020-06-01,16,NA
"Manufacturing",2020-07-01,11,NA
"Manufacturing",2020-08-01,9,NA
"Manufacturing",2020-09-01,18,NA
"Manufacturing",2020-10-01,9,NA
"Manufacturing",2020-11-01,12,NA
"Manufacturing",2020-12-01,14,NA
"Manufacturing",2021-01-01,9,NA
"Manufacturing",2021-02-01,18,NA
"Manufacturing",2021-03-01,13,NA
"Manufacturing",2021-04-01,13,NA
"Manufacturing",2021-05-01,13,NA
"Manufacturing",2021-06-01,10,NA
"Manufacturing",2021-07-01,17,NA
"Manufacturing",2021-08-01,19,NA
"Manufacturing",2021-09-01,9,NA
"Manufacturing",2021-10-01,13,NA
"Manufacturing",2021-11-01,13,NA
"Manufacturing",2021-12-01,10,NA
"Manufacturing",2022-01-01,17,NA
"Manufacturing",2022-02-01,18,NA
"Manufacturing",2022-03-01,17,NA
"Manufacturing",2022-04-01,16,NA
"Manufacturing",2022-05-01,13,NA
"Manufacturing",2022-06-01,12,NA
"Manufacturing",2022-07-01,11,NA
"Manufacturing",2022-08-01,16,NA
"Manufacturing",2022-09-01,18,NA
"Manufacturing",2022-10-01,20,NA
"Manufacturing",2022-11-01,25,NA
"Manufacturing",2022-12-01,16,NA
"Manufacturing",2023-01-01,32,NA
"Manufacturing",2023-02-01,17,NA
"Manufacturing",2023-03-01,30,NA
"Manufacturing",2023-04-01,13,NA
"Manufacturing",2023-05-01,22,NA
"Manufacturing",2023-06-01,21,NA
"Manufacturing",2023-07-01,16,NA
"Manufacturing",2023-08-01,23,NA
"Manufacturing",2023-09-01,26,NA
"Manufacturing",2023-10-01,37,NA
"Manufacturing",2023-11-01,36,NA
"Manufacturing",2023-12-01,39,NA
"Manufacturing",2024-01-01,51,NA
"Manufacturing",2024-02-01,36,NA
"Manufacturing",2024-03-01,39,NA
"Manufacturing",2024-04-01,16,NA
"Manufacturing",2024-05-01,21,NA
"Manufacturing",2024-06-01,36,NA
"Manufacturing",2024-07-01,17,NA
"Manufacturing",2024-08-01,31,NA
"Manufacturing",2024-09-01,33,NA
"Manufacturing",2024-10-01,28,NA
"Manufacturing",2024-11-01,23,NA
"Manufacturing",2024-12-01,26,NA
"Manufacturing",2025-01-01,28,NA
"Manufacturing",2025-02-01,29,NA
"Manufacturing",2025-03-01,22,NA
"Manufacturing",2025-04-01,28,NA
"Manufacturing",2025-05-01,21,NA
"Wholesale trade",2011-01-01,12,NA
"Wholesale trade",2011-02-01,16,NA
"Wholesale trade",2011-03-01,20,NA
"Wholesale trade",2011-04-01,19,NA
"Wholesale trade",2011-05-01,24,NA
"Wholesale trade",2011-06-01,15,NA
"Wholesale trade",2011-07-01,14,NA
"Wholesale trade",2011-08-01,19,NA
"Wholesale trade",2011-09-01,12,NA
"Wholesale trade",2011-10-01,15,NA
"Wholesale trade",2011-11-01,18,NA
"Wholesale trade",2011-12-01,14,NA
"Wholesale trade",2012-01-01,18,NA
"Wholesale trade",2012-02-01,15,NA
"Wholesale trade",2012-03-01,21,NA
"Wholesale trade",2012-04-01,12,NA
"Wholesale trade",2012-05-01,12,NA
"Wholesale trade",2012-06-01,18,NA
"Wholesale trade",2012-07-01,12,NA
"Wholesale trade",2012-08-01,14,NA
"Wholesale trade",2012-09-01,13,NA
"Wholesale trade",2012-10-01,8,NA
"Wholesale trade",2012-11-01,18,NA
"Wholesale trade",2012-12-01,15,NA
"Wholesale trade",2013-01-01,13,NA
"Wholesale trade",2013-02-01,18,NA
"Wholesale trade",2013-03-01,12,NA
"Wholesale trade",2013-04-01,15,NA
"Wholesale trade",2013-05-01,14,NA
"Wholesale trade",2013-06-01,5,NA
"Wholesale trade",2013-07-01,16,NA
"Wholesale trade",2013-08-01,18,NA
"Wholesale trade",2013-09-01,7,NA
"Wholesale trade",2013-10-01,19,NA
"Wholesale trade",2013-11-01,12,NA
"Wholesale trade",2013-12-01,12,NA
"Wholesale trade",2014-01-01,16,NA
"Wholesale trade",2014-02-01,8,NA
"Wholesale trade",2014-03-01,8,NA
"Wholesale trade",2014-04-01,18,NA
"Wholesale trade",2014-05-01,18,NA
"Wholesale trade",2014-06-01,7,NA
"Wholesale trade",2014-07-01,19,NA
"Wholesale trade",2014-08-01,13,NA
"Wholesale trade",2014-09-01,8,NA
"Wholesale trade",2014-10-01,11,NA
"Wholesale trade",2014-11-01,9,NA
"Wholesale trade",2014-12-01,20,NA
"Wholesale trade",2015-01-01,13,NA
"Wholesale trade",2015-02-01,10,NA
"Wholesale trade",2015-03-01,20,NA
"Wholesale trade",2015-04-01,16,NA
"Wholesale trade",2015-05-01,14,NA
"Wholesale trade",2015-06-01,10,NA
"Wholesale trade",2015-07-01,15,NA
"Wholesale trade",2015-08-01,9,NA
"Wholesale trade",2015-09-01,10,NA
"Wholesale trade",2015-10-01,10,NA
"Wholesale trade",2015-11-01,13,NA
"Wholesale trade",2015-12-01,14,NA
"Wholesale trade",2016-01-01,7,NA
"Wholesale trade",2016-02-01,7,NA
"Wholesale trade",2016-03-01,17,NA
"Wholesale trade",2016-04-01,12,NA
"Wholesale trade",2016-05-01,13,NA
"Wholesale trade",2016-06-01,10,NA
"Wholesale trade",2016-07-01,13,NA
"Wholesale trade",2016-08-01,12,NA
"Wholesale trade",2016-09-01,12,NA
"Wholesale trade",2016-10-01,15,NA
"Wholesale trade",2016-11-01,13,NA
"Wholesale trade",2016-12-01,11,NA
"Wholesale trade",2017-01-01,9,NA
"Wholesale trade",2017-02-01,9,NA
"Wholesale trade",2017-03-01,8,NA
"Wholesale trade",2017-04-01,9,NA
"Wholesale trade",2017-05-01,13,NA
"Wholesale trade",2017-06-01,14,NA
"Wholesale trade",2017-07-01,9,NA
"Wholesale trade",2017-08-01,12,NA
"Wholesale trade",2017-09-01,10,NA
"Wholesale trade",2017-10-01,6,NA
"Wholesale trade",2017-11-01,11,NA
"Wholesale trade",2017-12-01,12,NA
"Wholesale trade",2018-01-01,8,NA
"Wholesale trade",2018-02-01,12,NA
"Wholesale trade",2018-03-01,8,NA
"Wholesale trade",2018-04-01,13,NA
"Wholesale trade",2018-05-01,8,NA
"Wholesale trade",2018-06-01,12,NA
"Wholesale trade",2018-07-01,11,NA
"Wholesale trade",2018-08-01,12,NA
"Wholesale trade",2018-09-01,8,NA
"Wholesale trade",2018-10-01,6,NA
"Wholesale trade",2018-11-01,13,NA
"Wholesale trade",2018-12-01,10,NA
"Wholesale trade",2019-01-01,6,NA
"Wholesale trade",2019-02-01,16,NA
"Wholesale trade",2019-03-01,16,NA
"Wholesale trade",2019-04-01,11,NA
"Wholesale trade",2019-05-01,8,NA
"Wholesale trade",2019-06-01,15,NA
"Wholesale trade",2019-07-01,8,NA
"Wholesale trade",2019-08-01,10,NA
"Wholesale trade",2019-09-01,10,NA
"Wholesale trade",2019-10-01,10,NA
"Wholesale trade",2019-11-01,12,NA
"Wholesale trade",2019-12-01,10,NA
"Wholesale trade",2020-01-01,11,NA
"Wholesale trade",2020-02-01,11,NA
"Wholesale trade",2020-03-01,10,NA
"Wholesale trade",2020-04-01,5,NA
"Wholesale trade",2020-05-01,5,NA
"Wholesale trade",2020-06-01,14,NA
"Wholesale trade",2020-07-01,8,NA
"Wholesale trade",2020-08-01,7,NA
"Wholesale trade",2020-09-01,14,NA
"Wholesale trade",2020-10-01,5,NA
"Wholesale trade",2020-11-01,14,NA
"Wholesale trade",2020-12-01,6,NA
"Wholesale trade",2021-01-01,7,NA
"Wholesale trade",2021-02-01,8,NA
"Wholesale trade",2021-03-01,6,NA
"Wholesale trade",2021-04-01,6,NA
"Wholesale trade",2021-05-01,3,NA
"Wholesale trade",2021-06-01,6,NA
"Wholesale trade",2021-07-01,8,NA
"Wholesale trade",2021-08-01,8,NA
"Wholesale trade",2021-09-01,2,NA
"Wholesale trade",2021-10-01,10,NA
"Wholesale trade",2021-11-01,8,NA
"Wholesale trade",2021-12-01,11,NA
"Wholesale trade",2022-01-01,5,NA
"Wholesale trade",2022-02-01,10,NA
"Wholesale trade",2022-03-01,13,NA
"Wholesale trade",2022-04-01,9,NA
"Wholesale trade",2022-05-01,7,NA
"Wholesale trade",2022-06-01,12,NA
"Wholesale trade",2022-07-01,6,NA
"Wholesale trade",2022-08-01,9,NA
"Wholesale trade",2022-09-01,7,NA
"Wholesale trade",2022-10-01,13,NA
"Wholesale trade",2022-11-01,15,NA
"Wholesale trade",2022-12-01,16,NA
"Wholesale trade",2023-01-01,10,NA
"Wholesale trade",2023-02-01,14,NA
"Wholesale trade",2023-03-01,17,NA
"Wholesale trade",2023-04-01,12,NA
"Wholesale trade",2023-05-01,15,NA
"Wholesale trade",2023-06-01,11,NA
"Wholesale trade",2023-07-01,14,NA
"Wholesale trade",2023-08-01,8,NA
"Wholesale trade",2023-09-01,22,NA
"Wholesale trade",2023-10-01,16,NA
"Wholesale trade",2023-11-01,27,NA
"Wholesale trade",2023-12-01,21,NA
"Wholesale trade",2024-01-01,33,NA
"Wholesale trade",2024-02-01,21,NA
"Wholesale trade",2024-03-01,16,NA
"Wholesale trade",2024-04-01,25,NA
"Wholesale trade",2024-05-01,22,NA
"Wholesale trade",2024-06-01,23,NA
"Wholesale trade",2024-07-01,21,NA
"Wholesale trade",2024-08-01,23,NA
"Wholesale trade",2024-09-01,15,NA
"Wholesale trade",2024-10-01,7,NA
"Wholesale trade",2024-11-01,24,NA
"Wholesale trade",2024-12-01,17,NA
"Wholesale trade",2025-01-01,16,NA
"Wholesale trade",2025-02-01,14,NA
"Wholesale trade",2025-03-01,16,NA
"Wholesale trade",2025-04-01,22,NA
"Wholesale trade",2025-05-01,14,NA
"Retail trade",2011-01-01,49,NA
"Retail trade",2011-02-01,40,NA
"Retail trade",2011-03-01,66,NA
"Retail trade",2011-04-01,47,NA
"Retail trade",2011-05-01,34,NA
"Retail trade",2011-06-01,27,NA
"Retail trade",2011-07-01,32,NA
"Retail trade",2011-08-01,45,NA
"Retail trade",2011-09-01,46,NA
"Retail trade",2011-10-01,46,NA
"Retail trade",2011-11-01,37,NA
"Retail trade",2011-12-01,36,NA
"Retail trade",2012-01-01,38,NA
"Retail trade",2012-02-01,31,NA
"Retail trade",2012-03-01,41,NA
"Retail trade",2012-04-01,50,NA
"Retail trade",2012-05-01,38,NA
"Retail trade",2012-06-01,34,NA
"Retail trade",2012-07-01,21,NA
"Retail trade",2012-08-01,43,NA
"Retail trade",2012-09-01,42,NA
"Retail trade",2012-10-01,30,NA
"Retail trade",2012-11-01,35,NA
"Retail trade",2012-12-01,32,NA
"Retail trade",2013-01-01,36,NA
"Retail trade",2013-02-01,36,NA
"Retail trade",2013-03-01,41,NA
"Retail trade",2013-04-01,38,NA
"Retail trade",2013-05-01,32,NA
"Retail trade",2013-06-01,28,NA
"Retail trade",2013-07-01,28,NA
"Retail trade",2013-08-01,33,NA
"Retail trade",2013-09-01,35,NA
"Retail trade",2013-10-01,37,NA
"Retail trade",2013-11-01,36,NA
"Retail trade",2013-12-01,41,NA
"Retail trade",2014-01-01,39,NA
"Retail trade",2014-02-01,30,NA
"Retail trade",2014-03-01,36,NA
"Retail trade",2014-04-01,30,NA
"Retail trade",2014-05-01,29,NA
"Retail trade",2014-06-01,28,NA
"Retail trade",2014-07-01,28,NA
"Retail trade",2014-08-01,29,NA
"Retail trade",2014-09-01,33,NA
"Retail trade",2014-10-01,38,NA
"Retail trade",2014-11-01,32,NA
"Retail trade",2014-12-01,24,NA
"Retail trade",2015-01-01,29,NA
"Retail trade",2015-02-01,39,NA
"Retail trade",2015-03-01,36,NA
"Retail trade",2015-04-01,35,NA
"Retail trade",2015-05-01,25,NA
"Retail trade",2015-06-01,27,NA
"Retail trade",2015-07-01,30,NA
"Retail trade",2015-08-01,29,NA
"Retail trade",2015-09-01,39,NA
"Retail trade",2015-10-01,30,NA
"Retail trade",2015-11-01,33,NA
"Retail trade",2015-12-01,33,NA
"Retail trade",2016-01-01,30,NA
"Retail trade",2016-02-01,40,NA
"Retail trade",2016-03-01,32,NA
"Retail trade",2016-04-01,37,NA
"Retail trade",2016-05-01,32,NA
"Retail trade",2016-06-01,29,NA
"Retail trade",2016-07-01,22,NA
"Retail trade",2016-08-01,25,NA
"Retail trade",2016-09-01,22,NA
"Retail trade",2016-10-01,17,NA
"Retail trade",2016-11-01,17,NA
"Retail trade",2016-12-01,28,NA
"Retail trade",2017-01-01,18,NA
"Retail trade",2017-02-01,40,NA
"Retail trade",2017-03-01,30,NA
"Retail trade",2017-04-01,24,NA
"Retail trade",2017-05-01,30,NA
"Retail trade",2017-06-01,23,NA
"Retail trade",2017-07-01,24,NA
"Retail trade",2017-08-01,22,NA
"Retail trade",2017-09-01,22,NA
"Retail trade",2017-10-01,27,NA
"Retail trade",2017-11-01,26,NA
"Retail trade",2017-12-01,33,NA
"Retail trade",2018-01-01,28,NA
"Retail trade",2018-02-01,25,NA
"Retail trade",2018-03-01,35,NA
"Retail trade",2018-04-01,23,NA
"Retail trade",2018-05-01,23,NA
"Retail trade",2018-06-01,22,NA
"Retail trade",2018-07-01,24,NA
"Retail trade",2018-08-01,28,NA
"Retail trade",2018-09-01,27,NA
"Retail trade",2018-10-01,37,NA
"Retail trade",2018-11-01,26,NA
"Retail trade",2018-12-01,24,NA
"Retail trade",2019-01-01,24,NA
"Retail trade",2019-02-01,31,NA
"Retail trade",2019-03-01,22,NA
"Retail trade",2019-04-01,23,NA
"Retail trade",2019-05-01,20,NA
"Retail trade",2019-06-01,27,NA
"Retail trade",2019-07-01,26,NA
"Retail trade",2019-08-01,12,NA
"Retail trade",2019-09-01,23,NA
"Retail trade",2019-10-01,22,NA
"Retail trade",2019-11-01,38,NA
"Retail trade",2019-12-01,25,NA
"Retail trade",2020-01-01,29,NA
"Retail trade",2020-02-01,28,NA
"Retail trade",2020-03-01,27,NA
"Retail trade",2020-04-01,16,NA
"Retail trade",2020-05-01,19,NA
"Retail trade",2020-06-01,24,NA
"Retail trade",2020-07-01,28,NA
"Retail trade",2020-08-01,22,NA
"Retail trade",2020-09-01,22,NA
"Retail trade",2020-10-01,14,NA
"Retail trade",2020-11-01,22,NA
"Retail trade",2020-12-01,19,NA
"Retail trade",2021-01-01,9,NA
"Retail trade",2021-02-01,10,NA
"Retail trade",2021-03-01,16,NA
"Retail trade",2021-04-01,16,NA
"Retail trade",2021-05-01,19,NA
"Retail trade",2021-06-01,17,NA
"Retail trade",2021-07-01,14,NA
"Retail trade",2021-08-01,13,NA
"Retail trade",2021-09-01,20,NA
"Retail trade",2021-10-01,18,NA
"Retail trade",2021-11-01,16,NA
"Retail trade",2021-12-01,24,NA
"Retail trade",2022-01-01,21,NA
"Retail trade",2022-02-01,26,NA
"Retail trade",2022-03-01,21,NA
"Retail trade",2022-04-01,19,NA
"Retail trade",2022-05-01,29,NA
"Retail trade",2022-06-01,33,NA
"Retail trade",2022-07-01,20,NA
"Retail trade",2022-08-01,26,NA
"Retail trade",2022-09-01,23,NA
"Retail trade",2022-10-01,24,NA
"Retail trade",2022-11-01,33,NA
"Retail trade",2022-12-01,42,NA
"Retail trade",2023-01-01,32,NA
"Retail trade",2023-02-01,31,NA
"Retail trade",2023-03-01,41,NA
"Retail trade",2023-04-01,32,NA
"Retail trade",2023-05-01,40,NA
"Retail trade",2023-06-01,50,NA
"Retail trade",2023-07-01,33,NA
"Retail trade",2023-08-01,31,NA
"Retail trade",2023-09-01,34,NA
"Retail trade",2023-10-01,46,NA
"Retail trade",2023-11-01,41,NA
"Retail trade",2023-12-01,53,NA
"Retail trade",2024-01-01,75,NA
"Retail trade",2024-02-01,54,NA
"Retail trade",2024-03-01,35,NA
"Retail trade",2024-04-01,49,NA
"Retail trade",2024-05-01,38,NA
"Retail trade",2024-06-01,35,NA
"Retail trade",2024-07-01,44,NA
"Retail trade",2024-08-01,38,NA
"Retail trade",2024-09-01,31,NA
"Retail trade",2024-10-01,44,NA
"Retail trade",2024-11-01,60,NA
"Retail trade",2024-12-01,34,NA
"Retail trade",2025-01-01,39,NA
"Retail trade",2025-02-01,42,NA
"Retail trade",2025-03-01,61,NA
"Retail trade",2025-04-01,46,NA
"Retail trade",2025-05-01,28,NA
"Transportation",2011-01-01,18,NA
"Transportation",2011-02-01,16,NA
"Transportation",2011-03-01,24,NA
"Transportation",2011-04-01,27,NA
"Transportation",2011-05-01,24,NA
"Transportation",2011-06-01,30,NA
"Transportation",2011-07-01,19,NA
"Transportation",2011-08-01,25,NA
"Transportation",2011-09-01,22,NA
"Transportation",2011-10-01,9,NA
"Transportation",2011-11-01,22,NA
"Transportation",2011-12-01,16,NA
"Transportation",2012-01-01,19,NA
"Transportation",2012-02-01,16,NA
"Transportation",2012-03-01,14,NA
"Transportation",2012-04-01,16,NA
"Transportation",2012-05-01,15,NA
"Transportation",2012-06-01,20,NA
"Transportation",2012-07-01,14,NA
"Transportation",2012-08-01,11,NA
"Transportation",2012-09-01,17,NA
"Transportation",2012-10-01,26,NA
"Transportation",2012-11-01,24,NA
"Transportation",2012-12-01,21,NA
"Transportation",2013-01-01,19,NA
"Transportation",2013-02-01,12,NA
"Transportation",2013-03-01,14,NA
"Transportation",2013-04-01,20,NA
"Transportation",2013-05-01,15,NA
"Transportation",2013-06-01,14,NA
"Transportation",2013-07-01,12,NA
"Transportation",2013-08-01,13,NA
"Transportation",2013-09-01,24,NA
"Transportation",2013-10-01,12,NA
"Transportation",2013-11-01,17,NA
"Transportation",2013-12-01,15,NA
"Transportation",2014-01-01,11,NA
"Transportation",2014-02-01,14,NA
"Transportation",2014-03-01,24,NA
"Transportation",2014-04-01,20,NA
"Transportation",2014-05-01,7,NA
"Transportation",2014-06-01,13,NA
"Transportation",2014-07-01,17,NA
"Transportation",2014-08-01,18,NA
"Transportation",2014-09-01,16,NA
"Transportation",2014-10-01,23,NA
"Transportation",2014-11-01,13,NA
"Transportation",2014-12-01,9,NA
"Transportation",2015-01-01,15,NA
"Transportation",2015-02-01,11,NA
"Transportation",2015-03-01,24,NA
"Transportation",2015-04-01,14,NA
"Transportation",2015-05-01,9,NA
"Transportation",2015-06-01,14,NA
"Transportation",2015-07-01,12,NA
"Transportation",2015-08-01,7,NA
"Transportation",2015-09-01,12,NA
"Transportation",2015-10-01,14,NA
"Transportation",2015-11-01,16,NA
"Transportation",2015-12-01,11,NA
"Transportation",2016-01-01,11,NA
"Transportation",2016-02-01,13,NA
"Transportation",2016-03-01,13,NA
"Transportation",2016-04-01,17,NA
"Transportation",2016-05-01,12,NA
"Transportation",2016-06-01,26,NA
"Transportation",2016-07-01,12,NA
"Transportation",2016-08-01,11,NA
"Transportation",2016-09-01,13,NA
"Transportation",2016-10-01,14,NA
"Transportation",2016-11-01,13,NA
"Transportation",2016-12-01,22,NA
"Transportation",2017-01-01,13,NA
"Transportation",2017-02-01,9,NA
"Transportation",2017-03-01,19,NA
"Transportation",2017-04-01,24,NA
"Transportation",2017-05-01,20,NA
"Transportation",2017-06-01,14,NA
"Transportation",2017-07-01,14,NA
"Transportation",2017-08-01,12,NA
"Transportation",2017-09-01,12,NA
"Transportation",2017-10-01,13,NA
"Transportation",2017-11-01,12,NA
"Transportation",2017-12-01,9,NA
"Transportation",2018-01-01,15,NA
"Transportation",2018-02-01,17,NA
"Transportation",2018-03-01,15,NA
"Transportation",2018-04-01,25,NA
"Transportation",2018-05-01,10,NA
"Transportation",2018-06-01,15,NA
"Transportation",2018-07-01,14,NA
"Transportation",2018-08-01,9,NA
"Transportation",2018-09-01,16,NA
"Transportation",2018-10-01,19,NA
"Transportation",2018-11-01,13,NA
"Transportation",2018-12-01,10,NA
"Transportation",2019-01-01,18,NA
"Transportation",2019-02-01,19,NA
"Transportation",2019-03-01,16,NA
"Transportation",2019-04-01,13,NA
"Transportation",2019-05-01,16,NA
"Transportation",2019-06-01,7,NA
"Transportation",2019-07-01,9,NA
"Transportation",2019-08-01,9,NA
"Transportation",2019-09-01,10,NA
"Transportation",2019-10-01,15,NA
"Transportation",2019-11-01,13,NA
"Transportation",2019-12-01,19,NA
"Transportation",2020-01-01,17,NA
"Transportation",2020-02-01,12,NA
"Transportation",2020-03-01,18,NA
"Transportation",2020-04-01,3,NA
"Transportation",2020-05-01,6,NA
"Transportation",2020-06-01,6,NA
"Transportation",2020-07-01,6,NA
"Transportation",2020-08-01,10,NA
"Transportation",2020-09-01,13,NA
"Transportation",2020-10-01,14,NA
"Transportation",2020-11-01,8,NA
"Transportation",2020-12-01,10,NA
"Transportation",2021-01-01,8,NA
"Transportation",2021-02-01,12,NA
"Transportation",2021-03-01,14,NA
"Transportation",2021-04-01,14,NA
"Transportation",2021-05-01,13,NA
"Transportation",2021-06-01,18,NA
"Transportation",2021-07-01,11,NA
"Transportation",2021-08-01,8,NA
"Transportation",2021-09-01,12,NA
"Transportation",2021-10-01,16,NA
"Transportation",2021-11-01,13,NA
"Transportation",2021-12-01,16,NA
"Transportation",2022-01-01,17,NA
"Transportation",2022-02-01,19,NA
"Transportation",2022-03-01,26,NA
"Transportation",2022-04-01,12,NA
"Transportation",2022-05-01,17,NA
"Transportation",2022-06-01,16,NA
"Transportation",2022-07-01,22,NA
"Transportation",2022-08-01,25,NA
"Transportation",2022-09-01,13,NA
"Transportation",2022-10-01,18,NA
"Transportation",2022-11-01,15,NA
"Transportation",2022-12-01,23,NA
"Transportation",2023-01-01,16,NA
"Transportation",2023-02-01,15,NA
"Transportation",2023-03-01,20,NA
"Transportation",2023-04-01,19,NA
"Transportation",2023-05-01,24,NA
"Transportation",2023-06-01,14,NA
"Transportation",2023-07-01,18,NA
"Transportation",2023-08-01,16,NA
"Transportation",2023-09-01,29,NA
"Transportation",2023-10-01,19,NA
"Transportation",2023-11-01,33,NA
"Transportation",2023-12-01,34,NA
"Transportation",2024-01-01,70,NA
"Transportation",2024-02-01,52,NA
"Transportation",2024-03-01,37,NA
"Transportation",2024-04-01,44,NA
"Transportation",2024-05-01,31,NA
"Transportation",2024-06-01,26,NA
"Transportation",2024-07-01,28,NA
"Transportation",2024-08-01,23,NA
"Transportation",2024-09-01,34,NA
"Transportation",2024-10-01,28,NA
"Transportation",2024-11-01,23,NA
"Transportation",2024-12-01,28,NA
"Transportation",2025-01-01,28,NA
"Transportation",2025-02-01,21,NA
"Transportation",2025-03-01,33,NA
"Transportation",2025-04-01,33,NA
"Transportation",2025-05-01,17,NA
"Information, culture",2011-01-01,4,NA
"Information, culture",2011-02-01,3,NA
"Information, culture",2011-03-01,7,NA
"Information, culture",2011-04-01,6,NA
"Information, culture",2011-05-01,2,NA
"Information, culture",2011-06-01,7,NA
"Information, culture",2011-07-01,3,NA
"Information, culture",2011-08-01,1,NA
"Information, culture",2011-09-01,4,NA
"Information, culture",2011-10-01,5,NA
"Information, culture",2011-11-01,6,NA
"Information, culture",2011-12-01,5,NA
"Information, culture",2012-01-01,2,NA
"Information, culture",2012-02-01,5,NA
"Information, culture",2012-03-01,6,NA
"Information, culture",2012-04-01,6,NA
"Information, culture",2012-05-01,5,NA
"Information, culture",2012-06-01,5,NA
"Information, culture",2012-07-01,3,NA
"Information, culture",2012-08-01,1,NA
"Information, culture",2012-09-01,4,NA
"Information, culture",2012-10-01,3,NA
"Information, culture",2012-11-01,5,NA
