"dataPoints.date","dataPoints.nSeriesData","description","Haver_code"
"2011-09-01",22,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2011-10-01",22,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2011-11-01",10,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2011-12-01",26,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2012-01-01",17,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2012-02-01",33,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2012-03-01",29,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2012-04-01",26,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2012-05-01",19,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2012-06-01",9,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2012-07-01",28,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2012-08-01",27,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2012-09-01",14,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2012-10-01",20,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2012-11-01",25,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2012-12-01",21,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2013-01-01",21,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2013-02-01",31,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2013-03-01",24,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2013-04-01",19,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2013-05-01",28,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2013-06-01",22,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2013-07-01",13,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2013-08-01",18,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2013-09-01",20,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2013-10-01",20,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2013-11-01",24,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2013-12-01",15,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2014-01-01",15,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2014-02-01",24,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2014-03-01",31,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2014-04-01",17,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2014-05-01",26,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2014-06-01",28,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2014-07-01",27,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2014-08-01",21,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2014-09-01",17,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2014-10-01",10,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2014-11-01",15,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2014-12-01",25,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2015-01-01",16,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2015-02-01",16,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2015-03-01",14,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2015-04-01",15,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2015-05-01",12,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2015-06-01",23,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2015-07-01",14,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2015-08-01",13,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2015-09-01",23,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2015-10-01",28,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2015-11-01",32,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2015-12-01",16,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2016-01-01",23,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2016-02-01",22,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2016-03-01",13,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2016-04-01",12,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2016-05-01",18,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2016-06-01",23,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2016-07-01",13,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2016-08-01",17,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2016-09-01",12,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2016-10-01",11,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2016-11-01",10,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2016-12-01",25,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2017-01-01",17,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2017-02-01",18,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2017-03-01",15,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2017-04-01",11,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2017-05-01",16,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2017-06-01",10,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2017-07-01",12,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2017-08-01",4,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2017-09-01",10,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2017-10-01",5,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2017-11-01",11,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2017-12-01",16,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2018-01-01",7,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2018-02-01",13,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2018-03-01",9,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2018-04-01",13,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2018-05-01",8,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2018-06-01",4,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2018-07-01",9,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2018-08-01",8,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2018-09-01",4,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2018-10-01",15,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2018-11-01",7,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2018-12-01",6,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2019-01-01",14,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2019-02-01",8,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2019-03-01",10,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2019-04-01",13,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2019-05-01",10,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2019-06-01",12,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2019-07-01",19,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2019-08-01",9,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2019-09-01",9,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2019-10-01",8,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2019-11-01",8,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2019-12-01",7,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2020-01-01",11,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2020-02-01",9,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2020-03-01",13,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2020-04-01",12,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2020-05-01",13,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2020-06-01",16,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2020-07-01",5,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2020-08-01",6,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2020-09-01",13,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2020-10-01",15,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2020-11-01",12,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2020-12-01",3,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2021-01-01",8,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2021-02-01",6,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2021-03-01",8,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2021-04-01",7,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2021-05-01",5,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2021-06-01",6,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2021-07-01",5,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2021-08-01",5,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2021-09-01",10,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2021-10-01",7,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2021-11-01",4,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2021-12-01",3,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2022-01-01",15,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2022-02-01",14,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2022-03-01",10,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2022-04-01",3,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2022-05-01",13,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2022-06-01",18,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2022-07-01",10,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2022-08-01",22,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2022-09-01",13,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2022-10-01",10,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2022-11-01",11,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2022-12-01",14,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2023-01-01",12,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2023-02-01",16,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2023-03-01",21,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2023-04-01",19,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2023-05-01",15,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2023-06-01",34,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2023-07-01",29,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2023-08-01",27,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2023-09-01",22,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2023-10-01",19,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2023-11-01",16,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2023-12-01",23,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2024-01-01",29,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2024-02-01",26,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2024-03-01",32,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2024-04-01",29,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2024-05-01",21,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2024-06-01",14,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2024-07-01",31,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2024-08-01",23,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2024-09-01",27,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2024-10-01",30,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2024-11-01",21,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2024-12-01",21,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2025-01-01",30,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2025-02-01",24,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2025-03-01",32,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2025-04-01",30,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2025-05-01",14,"Canada: British Columbia: Insolvencies Filed by Businesses (NSA, Number)","IB15659@CANADA"
"2007-01-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2007-02-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2007-03-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2007-04-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2007-05-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2007-06-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2007-07-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2007-08-01",2,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2007-09-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2007-10-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2007-11-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2007-12-01",1,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2008-01-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2008-02-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2008-03-01",1,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2008-04-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2008-05-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2008-06-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2008-07-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2008-08-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2008-09-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2008-10-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2008-11-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2008-12-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2009-01-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2009-02-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2009-03-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2009-04-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2009-05-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2009-06-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2009-07-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2009-08-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2009-09-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2009-10-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2009-11-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2009-12-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2010-01-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2010-02-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2010-03-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2010-04-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2010-05-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2010-06-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2010-07-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2010-08-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2010-09-01",1,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2010-10-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2010-11-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2010-12-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2011-01-01",1,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2011-02-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2011-03-01",1,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2011-04-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2011-05-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2011-06-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2011-07-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2011-08-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2011-09-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2011-10-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2011-11-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2011-12-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2012-01-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2012-02-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2012-03-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2012-04-01",1,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2012-05-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2012-06-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2012-07-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2012-08-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2012-09-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2012-10-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2012-11-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2012-12-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2013-01-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2013-02-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2013-03-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2013-04-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2013-05-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2013-06-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2013-07-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2013-08-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2013-09-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2013-10-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2013-11-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2013-12-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
"2014-01-01",0,"Canada: Northwest Territories: Insolvencies Filed by Businesses (NSA, Number)","IB15661@CANADA"
