REF_DATE,GEO,Labour_force_characteristics,National_Occupational_Classification__NOC_,Gender,VALUE
2005,Nouvelle-Écosse,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Homme+,48.7
2005,Nouvelle-Écosse,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Femme+,50.4
2005,Nouvelle-Écosse,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Homme+,56.7
2005,Nouvelle-Écosse,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Femme+,43.3
2005,Nouvelle-Écosse,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Homme+,88.4
2005,Nouvelle-Écosse,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Femme+,11.6
2005,Nouveau-Brunswick,Proportion d'emplois,"Total, toutes les professions",Homme+,51.1
2005,Nouveau-Brunswick,Proportion d'emplois,"Total, toutes les professions",Femme+,48.9
2005,Nouveau-Brunswick,Proportion d'emplois,Professions en gestion,Homme+,64.2
2005,Nouveau-Brunswick,Proportion d'emplois,Professions en gestion,Femme+,35.8
2005,Nouveau-Brunswick,Proportion d'emplois,Professions législatives et de haute direction,Homme+,NA
2005,Nouveau-Brunswick,Proportion d'emplois,Professions législatives et de haute direction,Femme+,NA
2005,Nouveau-Brunswick,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Homme+,59.5
2005,Nouveau-Brunswick,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Femme+,40.5
2005,Nouveau-Brunswick,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Homme+,54.6
2005,Nouveau-Brunswick,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Femme+,44.5
2005,Nouveau-Brunswick,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Homme+,87.5
2005,Nouveau-Brunswick,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Femme+,12.5
2005,Québec,Proportion d'emplois,"Total, toutes les professions",Homme+,53.2
2005,Québec,Proportion d'emplois,"Total, toutes les professions",Femme+,46.8
2005,Québec,Proportion d'emplois,Professions en gestion,Homme+,64.9
2005,Québec,Proportion d'emplois,Professions en gestion,Femme+,35.1
2005,Québec,Proportion d'emplois,Professions législatives et de haute direction,Homme+,80.2
2005,Québec,Proportion d'emplois,Professions législatives et de haute direction,Femme+,19.8
2005,Québec,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Homme+,51.4
2005,Québec,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Femme+,48.5
2005,Québec,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Homme+,59.9
2005,Québec,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Femme+,40.1
2005,Québec,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Homme+,85
2005,Québec,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Femme+,15.1
2005,Ontario,Proportion d'emplois,"Total, toutes les professions",Homme+,53
2005,Ontario,Proportion d'emplois,"Total, toutes les professions",Femme+,47
2005,Ontario,Proportion d'emplois,Professions en gestion,Homme+,64.4
2005,Ontario,Proportion d'emplois,Professions en gestion,Femme+,35.6
2005,Ontario,Proportion d'emplois,Professions législatives et de haute direction,Homme+,73.8
2005,Ontario,Proportion d'emplois,Professions législatives et de haute direction,Femme+,26.2
2005,Ontario,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Homme+,51.6
2005,Ontario,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Femme+,48.4
2005,Ontario,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Homme+,59.2
2005,Ontario,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Femme+,40.8
2005,Ontario,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Homme+,85.4
2005,Ontario,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Femme+,14.6
2005,Manitoba,Proportion d'emplois,"Total, toutes les professions",Homme+,53.2
2005,Manitoba,Proportion d'emplois,"Total, toutes les professions",Femme+,46.8
2005,Manitoba,Proportion d'emplois,Professions en gestion,Homme+,69.7
2005,Manitoba,Proportion d'emplois,Professions en gestion,Femme+,30.3
2005,Manitoba,Proportion d'emplois,Professions législatives et de haute direction,Homme+,65
2005,Manitoba,Proportion d'emplois,Professions législatives et de haute direction,Femme+,35
2005,Manitoba,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Homme+,56.3
2005,Manitoba,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Femme+,43.7
2005,Manitoba,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Homme+,59.4
2005,Manitoba,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Femme+,40.6
2005,Manitoba,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Homme+,83.7
2005,Manitoba,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Femme+,16.3
2005,Saskatchewan,Proportion d'emplois,"Total, toutes les professions",Homme+,53.4
2005,Saskatchewan,Proportion d'emplois,"Total, toutes les professions",Femme+,46.6
2005,Saskatchewan,Proportion d'emplois,Professions en gestion,Homme+,71.3
2005,Saskatchewan,Proportion d'emplois,Professions en gestion,Femme+,28.7
2005,Saskatchewan,Proportion d'emplois,Professions législatives et de haute direction,Homme+,62.5
2005,Saskatchewan,Proportion d'emplois,Professions législatives et de haute direction,Femme+,37.5
2005,Saskatchewan,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Homme+,50
2005,Saskatchewan,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Femme+,50
2005,Saskatchewan,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Homme+,58.3
2005,Saskatchewan,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Femme+,41.7
2005,Saskatchewan,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Homme+,82.4
2005,Saskatchewan,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Femme+,17.6
2005,Alberta,Proportion d'emplois,"Total, toutes les professions",Homme+,55
2005,Alberta,Proportion d'emplois,"Total, toutes les professions",Femme+,45
2005,Alberta,Proportion d'emplois,Professions en gestion,Homme+,67.8
2005,Alberta,Proportion d'emplois,Professions en gestion,Femme+,32.2
2005,Alberta,Proportion d'emplois,Professions législatives et de haute direction,Homme+,77.5
2005,Alberta,Proportion d'emplois,Professions législatives et de haute direction,Femme+,21.3
2005,Alberta,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Homme+,58.7
2005,Alberta,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Femme+,41
2005,Alberta,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Homme+,56
2005,Alberta,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Femme+,44
2005,Alberta,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Homme+,80.7
2005,Alberta,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Femme+,19.2
2005,Colombie-britannique,Proportion d'emplois,"Total, toutes les professions",Homme+,53
2005,Colombie-britannique,Proportion d'emplois,"Total, toutes les professions",Femme+,47
2005,Colombie-britannique,Proportion d'emplois,Professions en gestion,Homme+,64.2
2005,Colombie-britannique,Proportion d'emplois,Professions en gestion,Femme+,35.8
2005,Colombie-britannique,Proportion d'emplois,Professions législatives et de haute direction,Homme+,79.1
2005,Colombie-britannique,Proportion d'emplois,Professions législatives et de haute direction,Femme+,21.7
2005,Colombie-britannique,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Homme+,54.7
2005,Colombie-britannique,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Femme+,45.1
2005,Colombie-britannique,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Homme+,57.3
2005,Colombie-britannique,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Femme+,42.8
2005,Colombie-britannique,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Homme+,81
2005,Colombie-britannique,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Femme+,19
2006,Canada,Proportion d'emplois,"Total, toutes les professions",Homme+,53.1
2006,Canada,Proportion d'emplois,"Total, toutes les professions",Femme+,46.9
2006,Canada,Proportion d'emplois,Professions en gestion,Homme+,65.1
2006,Canada,Proportion d'emplois,Professions en gestion,Femme+,34.9
2006,Canada,Proportion d'emplois,Professions législatives et de haute direction,Homme+,73.9
2006,Canada,Proportion d'emplois,Professions législatives et de haute direction,Femme+,26.1
2006,Canada,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Homme+,54.7
2006,Canada,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Femme+,45.3
2006,Canada,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Homme+,57.4
2006,Canada,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Femme+,42.6
2006,Canada,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Homme+,82.7
2006,Canada,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Femme+,17.3
2006,Terre-Neuve-et-Labrador,Proportion d'emplois,"Total, toutes les professions",Homme+,51.3
2006,Terre-Neuve-et-Labrador,Proportion d'emplois,"Total, toutes les professions",Femme+,48.6
2006,Terre-Neuve-et-Labrador,Proportion d'emplois,Professions en gestion,Homme+,58
2006,Terre-Neuve-et-Labrador,Proportion d'emplois,Professions en gestion,Femme+,42
2006,Terre-Neuve-et-Labrador,Proportion d'emplois,Professions législatives et de haute direction,Homme+,NA
2006,Terre-Neuve-et-Labrador,Proportion d'emplois,Professions législatives et de haute direction,Femme+,NA
2006,Terre-Neuve-et-Labrador,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Homme+,62
2006,Terre-Neuve-et-Labrador,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Femme+,38
2006,Terre-Neuve-et-Labrador,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Homme+,45.2
2006,Terre-Neuve-et-Labrador,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Femme+,53.6
2006,Terre-Neuve-et-Labrador,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Homme+,NA
2006,Terre-Neuve-et-Labrador,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Femme+,NA
2006,Île-du-Prince-Édouard,Proportion d'emplois,"Total, toutes les professions",Homme+,50.7
2006,Île-du-Prince-Édouard,Proportion d'emplois,"Total, toutes les professions",Femme+,49.3
2006,Île-du-Prince-Édouard,Proportion d'emplois,Professions en gestion,Homme+,64.7
2006,Île-du-Prince-Édouard,Proportion d'emplois,Professions en gestion,Femme+,35.3
2006,Île-du-Prince-Édouard,Proportion d'emplois,Professions législatives et de haute direction,Homme+,NA
2006,Île-du-Prince-Édouard,Proportion d'emplois,Professions législatives et de haute direction,Femme+,NA
2006,Île-du-Prince-Édouard,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Homme+,52.9
2006,Île-du-Prince-Édouard,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Femme+,52.9
2006,Île-du-Prince-Édouard,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Homme+,50
2006,Île-du-Prince-Édouard,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Femme+,50
2006,Île-du-Prince-Édouard,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Homme+,88.5
2006,Île-du-Prince-Édouard,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Femme+,11.5
2006,Nouvelle-Écosse,Proportion d'emplois,"Total, toutes les professions",Homme+,50.6
2006,Nouvelle-Écosse,Proportion d'emplois,"Total, toutes les professions",Femme+,49.4
2006,Nouvelle-Écosse,Proportion d'emplois,Professions en gestion,Homme+,63.3
2006,Nouvelle-Écosse,Proportion d'emplois,Professions en gestion,Femme+,36.7
2006,Nouvelle-Écosse,Proportion d'emplois,Professions législatives et de haute direction,Homme+,NA
2006,Nouvelle-Écosse,Proportion d'emplois,Professions législatives et de haute direction,Femme+,NA
2006,Nouvelle-Écosse,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Homme+,51.3
2006,Nouvelle-Écosse,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Femme+,48.7
2006,Nouvelle-Écosse,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Homme+,59.3
2006,Nouvelle-Écosse,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Femme+,40.7
2006,Nouvelle-Écosse,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Homme+,86.7
2006,Nouvelle-Écosse,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Femme+,12
2006,Nouveau-Brunswick,Proportion d'emplois,"Total, toutes les professions",Homme+,51.1
2006,Nouveau-Brunswick,Proportion d'emplois,"Total, toutes les professions",Femme+,48.9
2006,Nouveau-Brunswick,Proportion d'emplois,Professions en gestion,Homme+,62.4
2006,Nouveau-Brunswick,Proportion d'emplois,Professions en gestion,Femme+,37.6
2006,Nouveau-Brunswick,Proportion d'emplois,Professions législatives et de haute direction,Homme+,NA
2006,Nouveau-Brunswick,Proportion d'emplois,Professions législatives et de haute direction,Femme+,NA
2006,Nouveau-Brunswick,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Homme+,57.9
2006,Nouveau-Brunswick,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Femme+,43.2
2006,Nouveau-Brunswick,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Homme+,53.5
2006,Nouveau-Brunswick,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Femme+,46.5
2006,Nouveau-Brunswick,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Homme+,83.1
2006,Nouveau-Brunswick,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Femme+,18.3
2006,Québec,Proportion d'emplois,"Total, toutes les professions",Homme+,53.3
2006,Québec,Proportion d'emplois,"Total, toutes les professions",Femme+,46.7
2006,Québec,Proportion d'emplois,Professions en gestion,Homme+,67
2006,Québec,Proportion d'emplois,Professions en gestion,Femme+,33
2006,Québec,Proportion d'emplois,Professions législatives et de haute direction,Homme+,81.1
2006,Québec,Proportion d'emplois,Professions législatives et de haute direction,Femme+,18.9
2006,Québec,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Homme+,57.5
2006,Québec,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Femme+,42.5
2006,Québec,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Homme+,61
2006,Québec,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Femme+,39.1
2006,Québec,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Homme+,81.2
2006,Québec,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Femme+,18.8
2006,Ontario,Proportion d'emplois,"Total, toutes les professions",Homme+,52.8
2006,Ontario,Proportion d'emplois,"Total, toutes les professions",Femme+,47.2
2006,Ontario,Proportion d'emplois,Professions en gestion,Homme+,63.5
2006,Ontario,Proportion d'emplois,Professions en gestion,Femme+,36.5
2006,Ontario,Proportion d'emplois,Professions législatives et de haute direction,Homme+,69.9
2006,Ontario,Proportion d'emplois,Professions législatives et de haute direction,Femme+,30.1
2006,Ontario,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Homme+,51.2
2006,Ontario,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Femme+,48.8
2006,Ontario,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Homme+,57.6
2006,Ontario,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Femme+,42.4
2006,Ontario,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Homme+,84.8
2006,Ontario,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Femme+,15.2
2006,Manitoba,Proportion d'emplois,"Total, toutes les professions",Homme+,53.2
2006,Manitoba,Proportion d'emplois,"Total, toutes les professions",Femme+,46.8
2006,Manitoba,Proportion d'emplois,Professions en gestion,Homme+,69.8
2006,Manitoba,Proportion d'emplois,Professions en gestion,Femme+,30.2
2006,Manitoba,Proportion d'emplois,Professions législatives et de haute direction,Homme+,64.7
2006,Manitoba,Proportion d'emplois,Professions législatives et de haute direction,Femme+,35.3
2006,Manitoba,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Homme+,55
2006,Manitoba,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Femme+,45
2006,Manitoba,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Homme+,59.9
2006,Manitoba,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Femme+,40.1
2006,Manitoba,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Homme+,83.3
2006,Manitoba,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Femme+,16.7
2006,Saskatchewan,Proportion d'emplois,"Total, toutes les professions",Homme+,53.1
2006,Saskatchewan,Proportion d'emplois,"Total, toutes les professions",Femme+,46.9
2006,Saskatchewan,Proportion d'emplois,Professions en gestion,Homme+,70.8
2006,Saskatchewan,Proportion d'emplois,Professions en gestion,Femme+,29.2
2006,Saskatchewan,Proportion d'emplois,Professions législatives et de haute direction,Homme+,58.8
2006,Saskatchewan,Proportion d'emplois,Professions législatives et de haute direction,Femme+,35.3
2006,Saskatchewan,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Homme+,56.4
2006,Saskatchewan,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Femme+,43.6
2006,Saskatchewan,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Homme+,55.1
2006,Saskatchewan,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Femme+,44.9
2006,Saskatchewan,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Homme+,80.9
2006,Saskatchewan,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Femme+,19.1
2006,Alberta,Proportion d'emplois,"Total, toutes les professions",Homme+,55
2006,Alberta,Proportion d'emplois,"Total, toutes les professions",Femme+,45
2006,Alberta,Proportion d'emplois,Professions en gestion,Homme+,67.5
2006,Alberta,Proportion d'emplois,Professions en gestion,Femme+,32.6
2006,Alberta,Proportion d'emplois,Professions législatives et de haute direction,Homme+,NA
2006,Alberta,Proportion d'emplois,Professions législatives et de haute direction,Femme+,NA
2006,Alberta,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Homme+,61.2
2006,Alberta,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Femme+,38.8
2006,Alberta,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Homme+,56.8
2006,Alberta,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Femme+,43.2
2006,Alberta,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Homme+,80.6
2006,Alberta,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Femme+,19.4
2006,Colombie-britannique,Proportion d'emplois,"Total, toutes les professions",Homme+,52.8
2006,Colombie-britannique,Proportion d'emplois,"Total, toutes les professions",Femme+,47.2
2006,Colombie-britannique,Proportion d'emplois,Professions en gestion,Homme+,62.7
2006,Colombie-britannique,Proportion d'emplois,Professions en gestion,Femme+,37.3
2006,Colombie-britannique,Proportion d'emplois,Professions législatives et de haute direction,Homme+,80.2
2006,Colombie-britannique,Proportion d'emplois,Professions législatives et de haute direction,Femme+,20.6
2006,Colombie-britannique,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Homme+,56.4
2006,Colombie-britannique,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Femme+,43.8
2006,Colombie-britannique,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Homme+,52.6
2006,Colombie-britannique,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Femme+,47.4
2006,Colombie-britannique,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Homme+,82
2006,Colombie-britannique,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Femme+,18.2
2007,Canada,Proportion d'emplois,"Total, toutes les professions",Homme+,52.8
2007,Canada,Proportion d'emplois,"Total, toutes les professions",Femme+,47.2
2007,Canada,Proportion d'emplois,Professions en gestion,Homme+,64.3
2007,Canada,Proportion d'emplois,Professions en gestion,Femme+,35.7
2007,Canada,Proportion d'emplois,Professions législatives et de haute direction,Homme+,73.8
2007,Canada,Proportion d'emplois,Professions législatives et de haute direction,Femme+,26.1
2007,Canada,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Homme+,52.1
2007,Canada,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Femme+,47.9
2007,Canada,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Homme+,57.8
2007,Canada,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Femme+,42.2
2007,Canada,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Homme+,82.4
2007,Canada,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Femme+,17.6
2007,Terre-Neuve-et-Labrador,Proportion d'emplois,"Total, toutes les professions",Homme+,51.8
2007,Terre-Neuve-et-Labrador,Proportion d'emplois,"Total, toutes les professions",Femme+,48.2
2007,Terre-Neuve-et-Labrador,Proportion d'emplois,Professions en gestion,Homme+,59.6
2007,Terre-Neuve-et-Labrador,Proportion d'emplois,Professions en gestion,Femme+,40.4
2007,Terre-Neuve-et-Labrador,Proportion d'emplois,Professions législatives et de haute direction,Homme+,57.1
2007,Terre-Neuve-et-Labrador,Proportion d'emplois,Professions législatives et de haute direction,Femme+,35.7
2007,Terre-Neuve-et-Labrador,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Homme+,51
2007,Terre-Neuve-et-Labrador,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Femme+,49
2007,Terre-Neuve-et-Labrador,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Homme+,55.9
2007,Terre-Neuve-et-Labrador,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Femme+,44.1
2007,Terre-Neuve-et-Labrador,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Homme+,NA
2007,Terre-Neuve-et-Labrador,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Femme+,NA
2007,Île-du-Prince-Édouard,Proportion d'emplois,"Total, toutes les professions",Homme+,50.9
2007,Île-du-Prince-Édouard,Proportion d'emplois,"Total, toutes les professions",Femme+,49.1
2007,Île-du-Prince-Édouard,Proportion d'emplois,Professions en gestion,Homme+,62.9
2007,Île-du-Prince-Édouard,Proportion d'emplois,Professions en gestion,Femme+,35.7
2007,Île-du-Prince-Édouard,Proportion d'emplois,Professions législatives et de haute direction,Homme+,NA
2007,Île-du-Prince-Édouard,Proportion d'emplois,Professions législatives et de haute direction,Femme+,NA
2007,Île-du-Prince-Édouard,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Homme+,46.7
2007,Île-du-Prince-Édouard,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Femme+,53.3
2007,Île-du-Prince-Édouard,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Homme+,48
2007,Île-du-Prince-Édouard,Proportion d'emplois,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Femme+,48
2007,Île-du-Prince-Édouard,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Homme+,85.2
2007,Île-du-Prince-Édouard,Proportion d'emplois,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",Femme+,14.8
2007,Nouvelle-Écosse,Proportion d'emplois,"Total, toutes les professions",Homme+,50.4
2007,Nouvelle-Écosse,Proportion d'emplois,"Total, toutes les professions",Femme+,49.6
2007,Nouvelle-Écosse,Proportion d'emplois,Professions en gestion,Homme+,63
2007,Nouvelle-Écosse,Proportion d'emplois,Professions en gestion,Femme+,37
2007,Nouvelle-Écosse,Proportion d'emplois,Professions législatives et de haute direction,Homme+,NA
2007,Nouvelle-Écosse,Proportion d'emplois,Professions législatives et de haute direction,Femme+,NA
2007,Nouvelle-Écosse,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Homme+,55.1
2007,Nouvelle-Écosse,Proportion d'emplois,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Femme+,44.9
