"Date","description","Value","Macrobond_Code"
2009-09-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",58.247423,"casurv0361"
2009-10-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",58.730964,"casurv0361"
2009-11-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",55.542725,"casurv0361"
2009-12-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",51.605505,"casurv0361"
2010-01-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",60.555005,"casurv0361"
2010-02-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",63.974002,"casurv0361"
2010-03-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",68.252327,"casurv0361"
2010-04-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",65.367483,"casurv0361"
2010-05-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",65.022676,"casurv0361"
2010-06-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",59.591195,"casurv0361"
2010-07-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",60.217842,"casurv0361"
2010-08-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",58.285714,"casurv0361"
2010-09-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",57.962529,"casurv0361"
2010-10-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",57.061791,"casurv0361"
2010-11-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",56.290532,"casurv0361"
2010-12-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",58.268734,"casurv0361"
2011-01-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",60.175055,"casurv0361"
2011-02-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",66.840278,"casurv0361"
2011-03-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",67.217631,"casurv0361"
2011-04-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",66.758621,"casurv0361"
2011-05-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",64.647713,"casurv0361"
2011-06-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",59.640103,"casurv0361"
2011-07-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",62.667411,"casurv0361"
2011-08-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",56.707317,"casurv0361"
2011-09-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",57.021792,"casurv0361"
2011-10-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",55.591398,"casurv0361"
2011-11-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",53.992395,"casurv0361"
2011-12-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",54.109589,"casurv0361"
2012-01-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",60.031679,"casurv0361"
2012-02-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",64.337789,"casurv0361"
2012-03-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",66.579634,"casurv0361"
2012-04-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",63.963964,"casurv0361"
2012-05-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",62.583222,"casurv0361"
2012-06-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",57.558946,"casurv0361"
2012-07-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",56.674907,"casurv0361"
2012-08-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",57.076566,"casurv0361"
2012-09-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",58.372093,"casurv0361"
2012-10-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",58.923643,"casurv0361"
2012-11-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",53.989071,"casurv0361"
2012-12-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",54.588796,"casurv0361"
2013-01-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",59.743041,"casurv0361"
2013-02-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",64.722222,"casurv0361"
2013-03-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",63.299817,"casurv0361"
2013-04-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",61.898396,"casurv0361"
2013-05-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",62.051282,"casurv0361"
2013-06-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",57.745031,"casurv0361"
2013-07-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",62.629108,"casurv0361"
2013-08-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",62.157895,"casurv0361"
2013-09-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",58.793738,"casurv0361"
2013-10-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",60.617155,"casurv0361"
2013-11-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",56.003752,"casurv0361"
2013-12-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",53.10219,"casurv0361"
2014-01-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",58.842297,"casurv0361"
2014-02-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",64.56621,"casurv0361"
2014-03-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",65.601852,"casurv0361"
2014-04-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",67.185979,"casurv0361"
2014-05-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",66.666667,"casurv0361"
2014-06-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",60.761421,"casurv0361"
2014-07-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",60.703206,"casurv0361"
2014-08-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",62.067039,"casurv0361"
2014-09-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",60.183299,"casurv0361"
2014-10-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",60.363636,"casurv0361"
2014-11-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",55.531216,"casurv0361"
2014-12-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",51.627385,"casurv0361"
2015-01-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",56.559767,"casurv0361"
2015-02-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",56.345733,"casurv0361"
2015-03-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",61.703297,"casurv0361"
2015-04-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",61.981328,"casurv0361"
2015-05-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",60.752688,"casurv0361"
2015-06-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",57.75,"casurv0361"
2015-07-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",55.632985,"casurv0361"
2015-08-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",53.757829,"casurv0361"
2015-09-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",51.285521,"casurv0361"
2015-10-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",52.866667,"casurv0361"
2015-11-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",51.115023,"casurv0361"
2015-12-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",47.894022,"casurv0361"
2016-01-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",49.002849,"casurv0361"
2016-02-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",52.198582,"casurv0361"
2016-03-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",53.134328,"casurv0361"
2016-04-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",57.709924,"casurv0361"
2016-05-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",56.278027,"casurv0361"
2016-06-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",58.461538,"casurv0361"
2016-07-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",53.642384,"casurv0361"
2016-08-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",55.677966,"casurv0361"
2016-09-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",54.280822,"casurv0361"
2016-10-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",50,"casurv0361"
2016-11-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",50.083612,"casurv0361"
2016-12-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",51.054482,"casurv0361"
2017-01-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",54.319372,"casurv0361"
2017-02-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",59.799555,"casurv0361"
2017-03-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",63.675832,"casurv0361"
2017-04-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",66.41791,"casurv0361"
2017-05-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",64.449541,"casurv0361"
2017-06-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",59.887006,"casurv0361"
2017-07-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",59.724238,"casurv0361"
2017-08-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",57.863501,"casurv0361"
2017-09-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",54.60199,"casurv0361"
2017-10-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",55.064194,"casurv0361"
2017-11-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",53.789004,"casurv0361"
2017-12-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",53.424658,"casurv0361"
2018-01-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",56.699752,"casurv0361"
2018-02-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",59.597523,"casurv0361"
2018-03-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",62.164074,"casurv0361"
2018-04-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",60.141844,"casurv0361"
2018-05-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",62.121212,"casurv0361"
2018-06-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",59.570313,"casurv0361"
2018-07-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",54.253835,"casurv0361"
2018-08-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",58.559783,"casurv0361"
2018-09-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",58.432709,"casurv0361"
2018-10-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",55.458861,"casurv0361"
2018-11-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",53.088235,"casurv0361"
2018-12-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",45.857143,"casurv0361"
2019-01-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",50.601751,"casurv0361"
2019-02-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",57.54717,"casurv0361"
2019-03-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",57.738095,"casurv0361"
2019-04-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",57.883817,"casurv0361"
2019-05-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",60.684358,"casurv0361"
2019-06-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",59.356725,"casurv0361"
2019-07-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",55.007257,"casurv0361"
2019-08-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",57.814992,"casurv0361"
2019-09-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",53.492063,"casurv0361"
2019-10-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",53.228022,"casurv0361"
2019-11-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",48.792884,"casurv0361"
2019-12-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",47.660428,"casurv0361"
2020-01-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",50.424242,"casurv0361"
2020-02-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",57.107232,"casurv0361"
2020-06-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",33.821871,"casurv0361"
2020-07-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",40.75188,"casurv0361"
2020-08-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",40.929535,"casurv0361"
2020-09-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",39.551358,"casurv0361"
2020-10-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",35.625,"casurv0361"
2020-11-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",35.099685,"casurv0361"
2020-12-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",31.564551,"casurv0361"
2021-01-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",31.395349,"casurv0361"
2021-02-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",42.128801,"casurv0361"
2021-03-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",52.21519,"casurv0361"
2021-04-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",50.701944,"casurv0361"
2021-05-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",51.510417,"casurv0361"
2021-06-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",56.835443,"casurv0361"
2021-07-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",56.961178,"casurv0361"
2021-08-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",55.675676,"casurv0361"
2021-09-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",43.298368,"casurv0361"
2021-10-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",45.415118,"casurv0361"
2021-11-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",49.702381,"casurv0361"
2021-12-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",44.927536,"casurv0361"
2022-01-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",37.202925,"casurv0361"
2022-02-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",53.878788,"casurv0361"
2022-03-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",60.110803,"casurv0361"
2022-04-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",60.776439,"casurv0361"
2022-05-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",58.761329,"casurv0361"
2022-06-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",54.389881,"casurv0361"
2022-07-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",46.643357,"casurv0361"
2022-08-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",50.230769,"casurv0361"
2022-09-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",49.39577,"casurv0361"
2022-10-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",45.94046,"casurv0361"
2022-11-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",43.759071,"casurv0361"
2022-12-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",39.966833,"casurv0361"
2023-01-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",46.749226,"casurv0361"
2023-02-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",49.031008,"casurv0361"
2023-03-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",52.504817,"casurv0361"
2023-04-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",53.416667,"casurv0361"
2023-05-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",53.690037,"casurv0361"
2023-06-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",49.115914,"casurv0361"
2023-07-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",49.05303,"casurv0361"
2023-08-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",47.71167,"casurv0361"
2023-09-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",45.991984,"casurv0361"
2023-10-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",41.099476,"casurv0361"
2023-11-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",37.327586,"casurv0361"
2023-12-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",39.726027,"casurv0361"
2024-01-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Overall Index, Total, Outlook on 3 Months, Index",42.826087,"casurv0361"
