REF_DATE,Date,GEO,Labour_force_characteristics,Educational_attainment,Gender,Age_group,VALUE,Classification_Code_for_Labour_force_characteristics,Classification_Code_for_Educational_attainment,Classification_Code_for_Gender,Classification_Code_for_Age_group
1998,1998-07-01,Saskatchewan,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,81.3,NA,NA,NA,NA
1998,1998-07-01,Saskatchewan,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,77.6,NA,NA,NA,NA
1998,1998-07-01,Alberta,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,81.6,NA,NA,NA,NA
1998,1998-07-01,Alberta,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,77.8,NA,NA,NA,NA
1998,1998-07-01,Colombie-britannique,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,77.6,NA,NA,NA,NA
1998,1998-07-01,Colombie-britannique,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,72.5,NA,NA,NA,NA
1999,1999-07-01,Canada,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,78.2,NA,NA,NA,NA
1999,1999-07-01,Canada,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,73.2,NA,NA,NA,NA
1999,1999-07-01,Terre-Neuve-et-Labrador,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,69.1,NA,NA,NA,NA
1999,1999-07-01,Terre-Neuve-et-Labrador,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,59.1,NA,NA,NA,NA
1999,1999-07-01,Île-du-Prince-Édouard,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,81.8,NA,NA,NA,NA
1999,1999-07-01,Île-du-Prince-Édouard,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,70.9,NA,NA,NA,NA
1999,1999-07-01,Nouvelle-Écosse,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,74.3,NA,NA,NA,NA
1999,1999-07-01,Nouvelle-Écosse,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,68.7,NA,NA,NA,NA
1999,1999-07-01,Nouveau-Brunswick,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,73.5,NA,NA,NA,NA
1999,1999-07-01,Nouveau-Brunswick,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,67.2,NA,NA,NA,NA
1999,1999-07-01,Québec,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,75.9,NA,NA,NA,NA
1999,1999-07-01,Québec,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,70.1,NA,NA,NA,NA
1999,1999-07-01,Ontario,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,79.2,NA,NA,NA,NA
1999,1999-07-01,Ontario,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,74.8,NA,NA,NA,NA
1999,1999-07-01,Manitoba,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,82.1,NA,NA,NA,NA
1999,1999-07-01,Manitoba,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,78.6,NA,NA,NA,NA
1999,1999-07-01,Saskatchewan,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,82,NA,NA,NA,NA
1999,1999-07-01,Saskatchewan,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,78.1,NA,NA,NA,NA
1999,1999-07-01,Alberta,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,81.7,NA,NA,NA,NA
1999,1999-07-01,Alberta,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,78.1,NA,NA,NA,NA
1999,1999-07-01,Colombie-britannique,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,78.1,NA,NA,NA,NA
1999,1999-07-01,Colombie-britannique,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,72.8,NA,NA,NA,NA
2000,2000-07-01,Canada,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,78.5,NA,NA,NA,NA
2000,2000-07-01,Canada,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,73.9,NA,NA,NA,NA
2000,2000-07-01,Terre-Neuve-et-Labrador,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,69.6,NA,NA,NA,NA
2000,2000-07-01,Terre-Neuve-et-Labrador,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,59.4,NA,NA,NA,NA
2000,2000-07-01,Île-du-Prince-Édouard,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,84.2,NA,NA,NA,NA
2000,2000-07-01,Île-du-Prince-Édouard,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,75.1,NA,NA,NA,NA
2000,2000-07-01,Nouvelle-Écosse,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,75.8,NA,NA,NA,NA
2000,2000-07-01,Nouvelle-Écosse,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,70.3,NA,NA,NA,NA
2000,2000-07-01,Nouveau-Brunswick,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,75.5,NA,NA,NA,NA
2000,2000-07-01,Nouveau-Brunswick,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,69.5,NA,NA,NA,NA
2000,2000-07-01,Québec,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,76.8,NA,NA,NA,NA
2000,2000-07-01,Québec,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,71.3,NA,NA,NA,NA
2000,2000-07-01,Ontario,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,79.4,NA,NA,NA,NA
2000,2000-07-01,Ontario,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,75.4,NA,NA,NA,NA
2000,2000-07-01,Manitoba,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,81.9,NA,NA,NA,NA
2000,2000-07-01,Manitoba,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,78.7,NA,NA,NA,NA
2000,2000-07-01,Saskatchewan,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,81.4,NA,NA,NA,NA
2000,2000-07-01,Saskatchewan,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,78.4,NA,NA,NA,NA
2000,2000-07-01,Alberta,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,80.9,NA,NA,NA,NA
2000,2000-07-01,Alberta,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,77.7,NA,NA,NA,NA
2000,2000-07-01,Colombie-britannique,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,77.7,NA,NA,NA,NA
2000,2000-07-01,Colombie-britannique,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,73,NA,NA,NA,NA
2001,2001-07-01,Canada,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,79.1,NA,NA,NA,NA
2001,2001-07-01,Canada,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,74.3,NA,NA,NA,NA
2001,2001-07-01,Terre-Neuve-et-Labrador,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,72.1,NA,NA,NA,NA
2001,2001-07-01,Terre-Neuve-et-Labrador,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,63.2,NA,NA,NA,NA
2001,2001-07-01,Île-du-Prince-Édouard,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,83.2,NA,NA,NA,NA
2001,2001-07-01,Île-du-Prince-Édouard,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,74.5,NA,NA,NA,NA
2001,2001-07-01,Nouvelle-Écosse,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,77.3,NA,NA,NA,NA
2001,2001-07-01,Nouvelle-Écosse,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,71.3,NA,NA,NA,NA
2001,2001-07-01,Nouveau-Brunswick,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,76.1,NA,NA,NA,NA
2001,2001-07-01,Nouveau-Brunswick,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,69.6,NA,NA,NA,NA
2001,2001-07-01,Québec,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,77.9,NA,NA,NA,NA
2001,2001-07-01,Québec,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,71.9,NA,NA,NA,NA
2001,2001-07-01,Ontario,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,80.1,NA,NA,NA,NA
2001,2001-07-01,Ontario,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,75.8,NA,NA,NA,NA
2001,2001-07-01,Manitoba,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,81.9,NA,NA,NA,NA
2001,2001-07-01,Manitoba,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,78.7,NA,NA,NA,NA
2001,2001-07-01,Saskatchewan,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,80.7,NA,NA,NA,NA
2001,2001-07-01,Saskatchewan,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,77.1,NA,NA,NA,NA
2001,2001-07-01,Alberta,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,81.3,NA,NA,NA,NA
2001,2001-07-01,Alberta,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,78.2,NA,NA,NA,NA
2001,2001-07-01,Colombie-britannique,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,77.3,NA,NA,NA,NA
2001,2001-07-01,Colombie-britannique,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,72.6,NA,NA,NA,NA
2002,2002-07-01,Canada,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,80.4,NA,NA,NA,NA
2002,2002-07-01,Canada,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,75.3,NA,NA,NA,NA
2002,2002-07-01,Terre-Neuve-et-Labrador,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,73.6,NA,NA,NA,NA
2002,2002-07-01,Terre-Neuve-et-Labrador,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,63.5,NA,NA,NA,NA
2002,2002-07-01,Île-du-Prince-Édouard,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,84.8,NA,NA,NA,NA
2002,2002-07-01,Île-du-Prince-Édouard,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,76.1,NA,NA,NA,NA
2002,2002-07-01,Nouvelle-Écosse,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,78.8,NA,NA,NA,NA
2002,2002-07-01,Nouvelle-Écosse,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,73.2,NA,NA,NA,NA
2002,2002-07-01,Nouveau-Brunswick,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,78.4,NA,NA,NA,NA
2002,2002-07-01,Nouveau-Brunswick,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,72.7,NA,NA,NA,NA
2002,2002-07-01,Québec,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,79.7,NA,NA,NA,NA
2002,2002-07-01,Québec,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,74,NA,NA,NA,NA
2002,2002-07-01,Ontario,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,81.1,NA,NA,NA,NA
2002,2002-07-01,Ontario,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,76.4,NA,NA,NA,NA
2002,2002-07-01,Manitoba,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,83.3,NA,NA,NA,NA
2002,2002-07-01,Manitoba,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,80.4,NA,NA,NA,NA
2002,2002-07-01,Saskatchewan,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,82.8,NA,NA,NA,NA
2002,2002-07-01,Saskatchewan,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,79.3,NA,NA,NA,NA
2002,2002-07-01,Alberta,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,81.7,NA,NA,NA,NA
2002,2002-07-01,Alberta,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,78.4,NA,NA,NA,NA
2002,2002-07-01,Colombie-britannique,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,78.4,NA,NA,NA,NA
2002,2002-07-01,Colombie-britannique,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,72.9,NA,NA,NA,NA
2003,2003-07-01,Canada,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,81.1,NA,NA,NA,NA
2003,2003-07-01,Canada,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,76,NA,NA,NA,NA
2003,2003-07-01,Terre-Neuve-et-Labrador,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,74.2,NA,NA,NA,NA
2003,2003-07-01,Terre-Neuve-et-Labrador,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,64.2,NA,NA,NA,NA
2003,2003-07-01,Île-du-Prince-Édouard,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,84.7,NA,NA,NA,NA
2003,2003-07-01,Île-du-Prince-Édouard,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,76.9,NA,NA,NA,NA
2003,2003-07-01,Nouvelle-Écosse,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,79.1,NA,NA,NA,NA
2003,2003-07-01,Nouvelle-Écosse,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,73.6,NA,NA,NA,NA
2003,2003-07-01,Nouveau-Brunswick,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,78.9,NA,NA,NA,NA
2003,2003-07-01,Nouveau-Brunswick,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,73.5,NA,NA,NA,NA
2003,2003-07-01,Québec,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,81.1,NA,NA,NA,NA
2003,2003-07-01,Québec,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,74.8,NA,NA,NA,NA
2003,2003-07-01,Ontario,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,81.7,NA,NA,NA,NA
2003,2003-07-01,Ontario,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,77,NA,NA,NA,NA
2003,2003-07-01,Manitoba,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,83,NA,NA,NA,NA
2003,2003-07-01,Manitoba,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,79.8,NA,NA,NA,NA
2003,2003-07-01,Saskatchewan,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,83.9,NA,NA,NA,NA
2003,2003-07-01,Saskatchewan,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,80.6,NA,NA,NA,NA
2003,2003-07-01,Alberta,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,82,NA,NA,NA,NA
2003,2003-07-01,Alberta,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,78.5,NA,NA,NA,NA
2003,2003-07-01,Colombie-britannique,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,79.4,NA,NA,NA,NA
2003,2003-07-01,Colombie-britannique,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,73.8,NA,NA,NA,NA
2004,2004-07-01,Canada,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,81.5,NA,NA,NA,NA
2004,2004-07-01,Canada,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,76.7,NA,NA,NA,NA
2004,2004-07-01,Terre-Neuve-et-Labrador,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,74.1,NA,NA,NA,NA
2004,2004-07-01,Terre-Neuve-et-Labrador,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,64.2,NA,NA,NA,NA
2004,2004-07-01,Île-du-Prince-Édouard,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,86.3,NA,NA,NA,NA
2004,2004-07-01,Île-du-Prince-Édouard,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,78.2,NA,NA,NA,NA
2004,2004-07-01,Nouvelle-Écosse,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,80.1,NA,NA,NA,NA
2004,2004-07-01,Nouvelle-Écosse,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,74.5,NA,NA,NA,NA
2004,2004-07-01,Nouveau-Brunswick,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,80.5,NA,NA,NA,NA
2004,2004-07-01,Nouveau-Brunswick,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,74.5,NA,NA,NA,NA
2004,2004-07-01,Québec,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,81.1,NA,NA,NA,NA
2004,2004-07-01,Québec,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,75.6,NA,NA,NA,NA
2004,2004-07-01,Ontario,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,82,NA,NA,NA,NA
2004,2004-07-01,Ontario,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,77.4,NA,NA,NA,NA
2004,2004-07-01,Manitoba,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,84.1,NA,NA,NA,NA
2004,2004-07-01,Manitoba,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,80.7,NA,NA,NA,NA
2004,2004-07-01,Saskatchewan,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,84.2,NA,NA,NA,NA
2004,2004-07-01,Saskatchewan,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,81,NA,NA,NA,NA
2004,2004-07-01,Alberta,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,82.2,NA,NA,NA,NA
2004,2004-07-01,Alberta,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,78.6,NA,NA,NA,NA
2004,2004-07-01,Colombie-britannique,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,80.5,NA,NA,NA,NA
2004,2004-07-01,Colombie-britannique,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,75.6,NA,NA,NA,NA
2005,2005-07-01,Canada,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,81.1,NA,NA,NA,NA
2005,2005-07-01,Canada,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,76.5,NA,NA,NA,NA
2005,2005-07-01,Terre-Neuve-et-Labrador,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,74.6,NA,NA,NA,NA
2005,2005-07-01,Terre-Neuve-et-Labrador,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,64.7,NA,NA,NA,NA
2005,2005-07-01,Île-du-Prince-Édouard,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,85.9,NA,NA,NA,NA
2005,2005-07-01,Île-du-Prince-Édouard,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,79.4,NA,NA,NA,NA
2005,2005-07-01,Nouvelle-Écosse,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,80.4,NA,NA,NA,NA
2005,2005-07-01,Nouvelle-Écosse,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,75.2,NA,NA,NA,NA
2005,2005-07-01,Nouveau-Brunswick,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,80.4,NA,NA,NA,NA
2005,2005-07-01,Nouveau-Brunswick,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,74.6,NA,NA,NA,NA
2005,2005-07-01,Québec,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,81.4,NA,NA,NA,NA
2005,2005-07-01,Québec,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,76,NA,NA,NA,NA
2005,2005-07-01,Ontario,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,81.7,NA,NA,NA,NA
2005,2005-07-01,Ontario,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,77.1,NA,NA,NA,NA
2005,2005-07-01,Manitoba,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,82.9,NA,NA,NA,NA
2005,2005-07-01,Manitoba,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,80,NA,NA,NA,NA
2005,2005-07-01,Saskatchewan,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,83.6,NA,NA,NA,NA
2005,2005-07-01,Saskatchewan,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,80.7,NA,NA,NA,NA
2005,2005-07-01,Alberta,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,80.4,NA,NA,NA,NA
2005,2005-07-01,Alberta,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,77.5,NA,NA,NA,NA
2005,2005-07-01,Colombie-britannique,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,79.2,NA,NA,NA,NA
2005,2005-07-01,Colombie-britannique,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,75,NA,NA,NA,NA
2006,2006-07-01,Canada,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,81.2,NA,NA,NA,NA
2006,2006-07-01,Canada,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,76.9,NA,NA,NA,NA
2006,2006-07-01,Terre-Neuve-et-Labrador,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,76.5,NA,NA,NA,NA
2006,2006-07-01,Terre-Neuve-et-Labrador,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,67.3,NA,NA,NA,NA
2006,2006-07-01,Île-du-Prince-Édouard,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,87.5,NA,NA,NA,NA
2006,2006-07-01,Île-du-Prince-Édouard,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,79.6,NA,NA,NA,NA
2006,2006-07-01,Nouvelle-Écosse,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,79.9,NA,NA,NA,NA
2006,2006-07-01,Nouvelle-Écosse,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,75.2,NA,NA,NA,NA
2006,2006-07-01,Nouveau-Brunswick,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,81.8,NA,NA,NA,NA
2006,2006-07-01,Nouveau-Brunswick,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,76.4,NA,NA,NA,NA
2006,2006-07-01,Québec,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,81.3,NA,NA,NA,NA
2006,2006-07-01,Québec,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,75.8,NA,NA,NA,NA
2006,2006-07-01,Ontario,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,81.4,NA,NA,NA,NA
2006,2006-07-01,Ontario,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,77.1,NA,NA,NA,NA
2006,2006-07-01,Manitoba,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,82.3,NA,NA,NA,NA
2006,2006-07-01,Manitoba,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,79.4,NA,NA,NA,NA
2006,2006-07-01,Saskatchewan,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,85,NA,NA,NA,NA
2006,2006-07-01,Saskatchewan,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,81.9,NA,NA,NA,NA
2006,2006-07-01,Alberta,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,81.4,NA,NA,NA,NA
2006,2006-07-01,Alberta,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,78.7,NA,NA,NA,NA
2006,2006-07-01,Colombie-britannique,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,80,NA,NA,NA,NA
2006,2006-07-01,Colombie-britannique,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,76.6,NA,NA,NA,NA
2007,2007-07-01,Canada,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,81.9,NA,NA,NA,NA
2007,2007-07-01,Canada,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,77.9,NA,NA,NA,NA
2007,2007-07-01,Terre-Neuve-et-Labrador,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,77.4,NA,NA,NA,NA
2007,2007-07-01,Terre-Neuve-et-Labrador,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,68.3,NA,NA,NA,NA
2007,2007-07-01,Île-du-Prince-Édouard,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,85.8,NA,NA,NA,NA
2007,2007-07-01,Île-du-Prince-Édouard,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,78.1,NA,NA,NA,NA
2007,2007-07-01,Nouvelle-Écosse,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,81.5,NA,NA,NA,NA
2007,2007-07-01,Nouvelle-Écosse,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,76.5,NA,NA,NA,NA
2007,2007-07-01,Nouveau-Brunswick,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,81.6,NA,NA,NA,NA
2007,2007-07-01,Nouveau-Brunswick,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,77,NA,NA,NA,NA
2007,2007-07-01,Québec,Taux de participation,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,82.6,NA,NA,NA,NA
2007,2007-07-01,Québec,Taux d’emploi,"Total, tous niveaux d'éducation",Femme+,25 à 54 années,77.9,NA,NA,NA,NA
