"Date","description","Value","Macrobond_Code"
2024-04-18,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",14.82,"cabust0267"
2024-04-19,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",10.98,"cabust0267"
2024-04-20,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",12.14,"cabust0267"
2024-04-21,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",15.08,"cabust0267"
2024-04-22,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",11.99,"cabust0267"
2024-04-23,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",4.47,"cabust0267"
2024-04-24,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",12.02,"cabust0267"
2024-04-25,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",1.78,"cabust0267"
2024-04-26,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",8.43,"cabust0267"
2024-04-27,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",11.32,"cabust0267"
2024-04-28,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",15.98,"cabust0267"
2024-04-29,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",13.63,"cabust0267"
2024-04-30,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",7.87,"cabust0267"
2024-05-01,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",8.83,"cabust0267"
2024-05-02,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",7.07,"cabust0267"
2024-05-03,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",4.17,"cabust0267"
2024-05-04,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",12.3,"cabust0267"
2024-05-05,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",14.31,"cabust0267"
2024-05-06,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",8.04,"cabust0267"
2024-05-07,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",7.82,"cabust0267"
2024-05-08,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",3.5,"cabust0267"
2024-05-09,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",2.99,"cabust0267"
2024-05-10,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",9.67,"cabust0267"
2024-05-11,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",13.09,"cabust0267"
2024-05-12,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",17.38,"cabust0267"
2024-05-13,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",3.98,"cabust0267"
2024-05-14,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",13.83,"cabust0267"
2024-05-15,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",9.22,"cabust0267"
2024-05-16,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",12.46,"cabust0267"
2024-05-17,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",7.33,"cabust0267"
2024-05-18,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",12.25,"cabust0267"
2024-05-19,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",11.67,"cabust0267"
2024-05-20,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",21.27,"cabust0267"
2024-05-21,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",7.8,"cabust0267"
2024-05-22,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",12.66,"cabust0267"
2024-05-23,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",10.07,"cabust0267"
2024-05-24,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",6.49,"cabust0267"
2024-05-25,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",10.39,"cabust0267"
2024-05-26,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",7.16,"cabust0267"
2024-05-27,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",6.93,"cabust0267"
2024-05-28,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",8.75,"cabust0267"
2024-05-29,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",11.66,"cabust0267"
2024-05-30,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",7.08,"cabust0267"
2024-05-31,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",10.59,"cabust0267"
2024-06-01,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",10.69,"cabust0267"
2024-06-02,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",12.54,"cabust0267"
2024-06-03,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",10.85,"cabust0267"
2024-06-04,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",7.79,"cabust0267"
2024-06-05,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",5.39,"cabust0267"
2024-06-06,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",8.49,"cabust0267"
2024-06-07,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",10.7,"cabust0267"
2024-06-08,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",14.03,"cabust0267"
2024-06-09,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",14.79,"cabust0267"
2024-06-10,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",12.23,"cabust0267"
2024-06-11,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",8.85,"cabust0267"
2024-06-12,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",7.63,"cabust0267"
2024-06-13,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",8.58,"cabust0267"
2024-06-14,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",6.06,"cabust0267"
2024-06-15,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",6.93,"cabust0267"
2024-06-16,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",10.47,"cabust0267"
2024-06-17,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",10.79,"cabust0267"
2024-06-18,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",7.18,"cabust0267"
2024-06-19,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",12.51,"cabust0267"
2024-06-20,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",9.47,"cabust0267"
2024-06-21,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",11.01,"cabust0267"
2024-06-22,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",10.24,"cabust0267"
2024-06-23,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",11.06,"cabust0267"
2024-06-24,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",32.38,"cabust0267"
2024-06-25,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",4.92,"cabust0267"
2024-06-26,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",5.09,"cabust0267"
2024-06-27,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",7.85,"cabust0267"
2024-06-28,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",6.34,"cabust0267"
2024-06-29,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",19.05,"cabust0267"
2024-06-30,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",9.88,"cabust0267"
2024-07-01,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",14.12,"cabust0267"
2024-07-02,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-4.72,"cabust0267"
2024-07-03,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",3.36,"cabust0267"
2024-07-04,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",11.93,"cabust0267"
2024-07-05,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",8.11,"cabust0267"
2024-07-06,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",8.59,"cabust0267"
2024-07-07,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",4.36,"cabust0267"
2024-07-08,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",6.19,"cabust0267"
2024-07-09,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",9.34,"cabust0267"
2024-07-10,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",5.03,"cabust0267"
2024-07-11,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",9.25,"cabust0267"
2024-07-12,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",5.43,"cabust0267"
2024-07-13,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",7.48,"cabust0267"
2024-07-14,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",10.05,"cabust0267"
2024-07-15,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",7.75,"cabust0267"
2024-07-16,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",0.72,"cabust0267"
2024-07-17,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",4.78,"cabust0267"
2024-07-18,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",7.21,"cabust0267"
2024-07-19,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",11.04,"cabust0267"
2024-07-20,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",10.17,"cabust0267"
2024-07-21,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",10.62,"cabust0267"
2024-07-22,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",4,"cabust0267"
2024-07-23,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",7.2,"cabust0267"
2024-07-24,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",7.38,"cabust0267"
2024-07-25,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",6.38,"cabust0267"
2024-07-26,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",6.54,"cabust0267"
2024-07-27,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",9.29,"cabust0267"
2024-07-28,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",6.39,"cabust0267"
2024-07-29,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",8.46,"cabust0267"
2024-07-30,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",6.71,"cabust0267"
2024-07-31,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",4.7,"cabust0267"
2024-08-01,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",7.01,"cabust0267"
2024-08-02,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",6.1,"cabust0267"
2024-08-03,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",7.59,"cabust0267"
2024-08-04,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",8.77,"cabust0267"
2024-08-05,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",6.61,"cabust0267"
2024-08-06,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",5.38,"cabust0267"
2024-08-07,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",5.3,"cabust0267"
2024-08-08,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",5.95,"cabust0267"
2024-08-09,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",4.52,"cabust0267"
2024-08-10,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",11.65,"cabust0267"
2024-08-11,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",9.52,"cabust0267"
2024-08-12,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",5.2,"cabust0267"
2024-08-13,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",5.82,"cabust0267"
2024-08-14,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",8.99,"cabust0267"
2024-08-15,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",7.35,"cabust0267"
2024-08-16,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",9.1,"cabust0267"
2024-08-17,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",11.12,"cabust0267"
2024-08-18,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",14.34,"cabust0267"
2024-08-19,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",14.04,"cabust0267"
2024-08-20,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",5.71,"cabust0267"
2024-08-21,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",10.04,"cabust0267"
2024-08-22,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",9.06,"cabust0267"
2024-08-23,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",9.1,"cabust0267"
2024-08-24,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",11.52,"cabust0267"
2024-08-25,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",9.94,"cabust0267"
2024-08-26,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",9.63,"cabust0267"
2024-08-27,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",13.11,"cabust0267"
2024-08-28,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",13.19,"cabust0267"
2024-08-29,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",12.31,"cabust0267"
2024-08-30,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",12.37,"cabust0267"
2024-08-31,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",12.26,"cabust0267"
2024-09-01,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",10.96,"cabust0267"
2024-09-02,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",9.82,"cabust0267"
2024-09-03,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",5.43,"cabust0267"
2024-09-04,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",8.92,"cabust0267"
2024-09-05,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",10.95,"cabust0267"
2024-09-06,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",8.66,"cabust0267"
2024-09-07,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",10.42,"cabust0267"
2024-09-08,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",10.04,"cabust0267"
2024-09-09,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",2.09,"cabust0267"
2024-09-10,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",4.84,"cabust0267"
2024-09-11,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",11.23,"cabust0267"
2024-09-12,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",9.45,"cabust0267"
2024-09-13,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",13.29,"cabust0267"
2024-09-14,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",16.21,"cabust0267"
2024-09-15,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",13.33,"cabust0267"
2024-09-16,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",8.94,"cabust0267"
2024-09-17,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",13.96,"cabust0267"
2024-09-18,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",11.26,"cabust0267"
2024-09-19,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",9.05,"cabust0267"
2024-09-20,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",8.46,"cabust0267"
2024-09-21,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",9.25,"cabust0267"
2024-09-22,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",13.01,"cabust0267"
2024-09-23,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",12.94,"cabust0267"
2024-09-24,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",14.68,"cabust0267"
2024-09-25,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",15.7,"cabust0267"
2024-09-26,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",10.82,"cabust0267"
2024-09-27,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",8.89,"cabust0267"
2024-09-28,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",12.36,"cabust0267"
2024-09-29,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",17.95,"cabust0267"
2024-09-30,"Canada, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",15.76,"cabust0267"
