REF_DATE,GEO,Wages,Type_of_work,National_Occupational_Classification__NOC_,Age_group,Homme,Femme,Ratio
2003,Manitoba,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,19.42,16.48,0.8486096807415036
2003,Manitoba,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,25.68,22.41,0.8726635514018691
2003,Manitoba,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,35.28,25.14,0.7125850340136054
2003,Manitoba,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,29.38,26.65,0.9070796460176991
2003,Manitoba,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,21.62,16.54,0.7650323774283071
2003,Manitoba,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,24.09,21.02,0.8725612287256123
2003,Saskatchewan,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,20.4,17.01,0.8338235294117649
2003,Saskatchewan,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,25.91,21.92,0.8460054033191818
2003,Saskatchewan,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2003,Saskatchewan,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,29.74,25.08,0.8433086751849361
2003,Saskatchewan,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,21.44,15.57,0.7262126865671642
2003,Saskatchewan,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2003,Alberta,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,22.62,17.83,0.7882404951370467
2003,Alberta,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,30.75,22.56,0.7336585365853658
2003,Alberta,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2003,Alberta,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,31.81,26.93,0.8465891229173216
2003,Alberta,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,24.76,14.92,0.6025848142164781
2003,Alberta,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,31.42,26.86,0.8548695098663271
2003,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,22.48,19.4,0.8629893238434163
2003,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,29.55,25.73,0.8707275803722504
2003,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,36.38,41.62,1.1440351841671246
2003,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,32.97,27.32,0.8286320897785866
2003,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,25.07,20.35,0.8117271639409653
2003,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,27.9,24.82,0.8896057347670251
2004,Canada,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,22.23,18.84,0.8475033738191633
2004,Canada,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,31.18,26.43,0.8476587556125722
2004,Canada,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,38.67,35.01,0.9053529868114817
2004,Canada,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,34.41,29.69,0.862830572507992
2004,Canada,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,25.35,18.95,0.7475345167652859
2004,Canada,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,29.83,25.71,0.8618840093865238
2004,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,18.3,15.63,0.8540983606557377
2004,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,23.69,21.09,0.8902490502321654
2004,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2004,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,28.93,24.84,0.8586242654683719
2004,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,17.8,13.2,0.7415730337078651
2004,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2004,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,17.35,16.27,0.9377521613832852
2004,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,24.28,18.91,0.778830313014827
2004,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2004,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,27.6,23.31,0.8445652173913043
2004,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,21.62,12.99,0.6008325624421832
2004,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2004,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,18.91,16.32,0.8630354309888948
2004,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,27.02,21.96,0.8127313101406366
2004,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2004,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,30.08,25.53,0.8487367021276596
2004,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,22.47,15.5,0.6898086337338674
2004,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2004,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,17.97,15.62,0.869226488592098
2004,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,24.96,21.08,0.8445512820512819
2004,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2004,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,28.4,23.96,0.843661971830986
2004,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,22.46,15.75,0.7012466607301869
2004,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2004,Québec,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,21.11,18.44,0.8735196589294174
2004,Québec,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,30.82,26.35,0.854964308890331
2004,Québec,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,35.89,35.96,1.0019504040122598
2004,Québec,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,33.97,28.33,0.8339711510156019
2004,Québec,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,25.58,18.74,0.7326035965598123
2004,Québec,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,28.96,25.43,0.8781077348066298
2004,Ontario,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,23.5,19.79,0.842127659574468
2004,Ontario,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,33.21,28.19,0.8488407106293285
2004,Ontario,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,41.75,37.45,0.89700598802395215
2004,Ontario,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,36.92,31.74,0.8596966413867821
2004,Ontario,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,26.28,20.33,0.7735920852359207
2004,Ontario,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,31.35,27.85,0.8883572567783095
2004,Manitoba,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,19.81,17.69,0.8929833417465928
2004,Manitoba,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,27.19,26.05,0.9580728208900331
2004,Manitoba,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,32.68,34.77,1.0639534883720931
2004,Manitoba,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,29.35,28.9,0.9846678023850084
2004,Manitoba,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,24.03,18.05,0.7511444028297961
2004,Manitoba,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2004,Saskatchewan,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,20.82,17.64,0.8472622478386167
2004,Saskatchewan,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,26.61,22.91,0.8609545283727922
2004,Saskatchewan,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2004,Saskatchewan,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,29.91,27.62,0.9234369775994651
2004,Saskatchewan,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,22.74,16,0.7036059806508356
2004,Saskatchewan,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2004,Alberta,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,23.29,18.18,0.7805925289823958
2004,Alberta,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,30.2,23.81,0.78841059602649
2004,Alberta,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2004,Alberta,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,33.05,27.62,0.8357034795763995
2004,Alberta,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,25.67,17.65,0.6875730424620178
2004,Alberta,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,29.63,23.58,0.795815052311846
2004,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,22.4,19.35,0.8638392857142858
2004,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,29.46,25.18,0.8547182620502376
2004,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,37.14,32.9,0.8858373721055466
2004,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,31.2,29.14,0.933974358974359
2004,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,24.25,18.29,0.7542268041237113
2004,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,31.03,24.3,0.7831131163390267
2005,Canada,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,22.81,19.52,0.8557650153441473
2005,Canada,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,31.75,26.5,0.8346456692913385
2005,Canada,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,39.05,35.83,0.9175416133162613
2005,Canada,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,35,30.01,0.8574285714285714
2005,Canada,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,26.57,20.03,0.7538577342867896
2005,Canada,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,30.48,25.35,0.8316929133858268
2005,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,19.08,16.31,0.8548218029350105
2005,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,26.13,20.6,0.7883658629927287
2005,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2005,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,32.22,27.65,0.8581626319056487
2005,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,19.59,14.5,0.7401735579377233
2005,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2005,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,16.94,16.41,0.9687131050767414
2005,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,23.63,21.54,0.9115531104528142
2005,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2005,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,25.28,24.4,0.9651898734177214
2005,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,19.06,15.26,0.8006295907660022
2005,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2005,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,19.23,16.74,0.8705148205928236
2005,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,26.98,23.19,0.8595255744996294
2005,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2005,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,29.76,27.92,0.9381720430107527
2005,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,23,16.19,0.7039130434782609
2005,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2005,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,18.31,16.11,0.8798470780993992
2005,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,28.09,19.75,0.7030971876112495
2005,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2005,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,30.97,23.19,0.7487891507910882
2005,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,23.69,15.31,0.6462642465175179
2005,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2005,Québec,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,21.55,18.88,0.8761020881670533
2005,Québec,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,30.93,26.06,0.8425476883284836
2005,Québec,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,39.9,39.5,0.9899749373433584
2005,Québec,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,34.62,28.22,0.8151357596764877
2005,Québec,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,24.72,20.12,0.813915857605178
2005,Québec,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,28.06,25,0.8909479686386316
2005,Ontario,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,23.96,20.64,0.8614357262103506
2005,Ontario,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,33.16,28.1,0.8474065138721353
2005,Ontario,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,40.84,38.08,0.9324191968658178
2005,Ontario,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,36.16,31.61,0.8741703539823009
2005,Ontario,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,28.38,20.98,0.7392529950669486
2005,Ontario,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,31.53,26.13,0.8287345385347288
2005,Manitoba,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,20.34,18.32,0.9006882989183874
2005,Manitoba,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,26.84,25.32,0.9433681073025335
2005,Manitoba,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2005,Manitoba,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,29.3,28.52,0.9733788395904437
2005,Manitoba,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,24.01,21.07,0.8775510204081632
2005,Manitoba,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,26.44,20.92,0.7912254160363087
2005,Saskatchewan,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,20.94,18.29,0.873447946513849
2005,Saskatchewan,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,27.85,23.75,0.8527827648114901
2005,Saskatchewan,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2005,Saskatchewan,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,32.55,28.18,0.8657450076804916
2005,Saskatchewan,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,23.73,16.39,0.6906868942267173
2005,Saskatchewan,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2005,Alberta,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,24.71,19.5,0.7891541885876163
2005,Alberta,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,33.17,25.43,0.7666566174253844
2005,Alberta,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2005,Alberta,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,36.89,30.48,0.8262401734887503
2005,Alberta,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,27.59,20.05,0.7267125770206597
2005,Alberta,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,33.76,28.98,0.8584123222748816
2005,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,23,19.48,0.8469565217391305
2005,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,30.54,25.1,0.8218729535036019
2005,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,38.77,31.79,0.8199638896053649
2005,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,33.89,29.6,0.8734139864266746
2005,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,24.89,19.55,0.7854560064282845
2005,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,30.69,23.98,0.7813620071684587
2006,Canada,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,24.12,20.48,0.8490878938640133
2006,Canada,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,35.2,29.42,0.8357954545454546
2006,Canada,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,50.14,44.53,0.8881132828081373
2006,Canada,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,38.98,33.9,0.8696767573114418
2006,Canada,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,28.17,20.07,0.7124600638977635
2006,Canada,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,33.46,30.37,0.9076509264793784
2006,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,20.76,16.55,0.7972061657032755
2006,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,30.7,21.36,0.6957654723127036
2006,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2006,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,35.87,26.32,0.7337608028993589
2006,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,19.46,14.91,0.7661870503597122
2006,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2006,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,17.99,17.05,0.9477487493051696
2006,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,26.76,21.58,0.8064275037369206
2006,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2006,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,30.18,24.97,0.8273691186216037
2006,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,19.31,14.74,0.763335059554635
2006,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2006,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,20.42,17.55,0.8594515181194906
2006,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,26.94,23.81,0.8838158871566443
2006,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2006,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,32.37,28.54,0.8816805684275564
2006,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,22.48,17.26,0.7677935943060499
