REF_DATE,GEO,Labour_force_characteristics,National_Occupational_Classification__NOC_,Gender,VALUE
2002,Quebec,Proportion of employment,Legislative and senior management occupations,Women,19
2002,Quebec,Proportion of employment,Specialized middle management occupations,Men,59
2002,Quebec,Proportion of employment,Specialized middle management occupations,Women,41
2002,Quebec,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,63.8
2002,Quebec,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,36.2
2002,Quebec,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,84.1
2002,Quebec,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,15.8
2002,Ontario,Proportion of employment,"Total, all occupations",Men,53.2
2002,Ontario,Proportion of employment,"Total, all occupations",Women,46.8
2002,Ontario,Proportion of employment,Management occupations,Men,66
2002,Ontario,Proportion of employment,Management occupations,Women,34
2002,Ontario,Proportion of employment,Legislative and senior management occupations,Men,73.9
2002,Ontario,Proportion of employment,Legislative and senior management occupations,Women,26.1
2002,Ontario,Proportion of employment,Specialized middle management occupations,Men,58.6
2002,Ontario,Proportion of employment,Specialized middle management occupations,Women,41.3
2002,Ontario,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,58.6
2002,Ontario,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,41.4
2002,Ontario,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,84.8
2002,Ontario,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,15.2
2002,Manitoba,Proportion of employment,"Total, all occupations",Men,53.2
2002,Manitoba,Proportion of employment,"Total, all occupations",Women,46.8
2002,Manitoba,Proportion of employment,Management occupations,Men,71.8
2002,Manitoba,Proportion of employment,Management occupations,Women,28.3
2002,Manitoba,Proportion of employment,Legislative and senior management occupations,Men,75
2002,Manitoba,Proportion of employment,Legislative and senior management occupations,Women,25
2002,Manitoba,Proportion of employment,Specialized middle management occupations,Men,57.1
2002,Manitoba,Proportion of employment,Specialized middle management occupations,Women,43.5
2002,Manitoba,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,65.4
2002,Manitoba,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,34.6
2002,Manitoba,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,84.6
2002,Manitoba,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,15.8
2002,Saskatchewan,Proportion of employment,"Total, all occupations",Men,53.8
2002,Saskatchewan,Proportion of employment,"Total, all occupations",Women,46.2
2002,Saskatchewan,Proportion of employment,Management occupations,Men,72.2
2002,Saskatchewan,Proportion of employment,Management occupations,Women,27.6
2002,Saskatchewan,Proportion of employment,Legislative and senior management occupations,Men,63.2
2002,Saskatchewan,Proportion of employment,Legislative and senior management occupations,Women,31.6
2002,Saskatchewan,Proportion of employment,Specialized middle management occupations,Men,57.1
2002,Saskatchewan,Proportion of employment,Specialized middle management occupations,Women,42.9
2002,Saskatchewan,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,59.2
2002,Saskatchewan,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,41.3
2002,Saskatchewan,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,83
2002,Saskatchewan,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,17
2002,Alberta,Proportion of employment,"Total, all occupations",Men,54.6
2002,Alberta,Proportion of employment,"Total, all occupations",Women,45.4
2002,Alberta,Proportion of employment,Management occupations,Men,66.7
2002,Alberta,Proportion of employment,Management occupations,Women,33.3
2002,Alberta,Proportion of employment,Legislative and senior management occupations,Men,78.2
2002,Alberta,Proportion of employment,Legislative and senior management occupations,Women,23
2002,Alberta,Proportion of employment,Specialized middle management occupations,Men,55.8
2002,Alberta,Proportion of employment,Specialized middle management occupations,Women,44.2
2002,Alberta,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,55.8
2002,Alberta,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,44
2002,Alberta,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,80.5
2002,Alberta,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,19.5
2002,British Columbia,Proportion of employment,"Total, all occupations",Men,52.8
2002,British Columbia,Proportion of employment,"Total, all occupations",Women,47.2
2002,British Columbia,Proportion of employment,Management occupations,Men,65.4
2002,British Columbia,Proportion of employment,Management occupations,Women,34.6
2002,British Columbia,Proportion of employment,Legislative and senior management occupations,Men,69.4
2002,British Columbia,Proportion of employment,Legislative and senior management occupations,Women,30.6
2002,British Columbia,Proportion of employment,Specialized middle management occupations,Men,58.1
2002,British Columbia,Proportion of employment,Specialized middle management occupations,Women,41.9
2002,British Columbia,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,59.4
2002,British Columbia,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,40.6
2002,British Columbia,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,83.7
2002,British Columbia,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,16.3
2003,Canada,Proportion of employment,"Total, all occupations",Men,53.3
2003,Canada,Proportion of employment,"Total, all occupations",Women,46.7
2003,Canada,Proportion of employment,Management occupations,Men,65.5
2003,Canada,Proportion of employment,Management occupations,Women,34.5
2003,Canada,Proportion of employment,Legislative and senior management occupations,Men,75.2
2003,Canada,Proportion of employment,Legislative and senior management occupations,Women,24.8
2003,Canada,Proportion of employment,Specialized middle management occupations,Men,53.7
2003,Canada,Proportion of employment,Specialized middle management occupations,Women,46.3
2003,Canada,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,59.1
2003,Canada,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,40.9
2003,Canada,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,83.1
2003,Canada,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,16.9
2003,Newfoundland and Labrador,Proportion of employment,"Total, all occupations",Men,52
2003,Newfoundland and Labrador,Proportion of employment,"Total, all occupations",Women,48
2003,Newfoundland and Labrador,Proportion of employment,Management occupations,Men,57.3
2003,Newfoundland and Labrador,Proportion of employment,Management occupations,Women,42.7
2003,Newfoundland and Labrador,Proportion of employment,Legislative and senior management occupations,Men,NA
2003,Newfoundland and Labrador,Proportion of employment,Legislative and senior management occupations,Women,NA
2003,Newfoundland and Labrador,Proportion of employment,Specialized middle management occupations,Men,58.7
2003,Newfoundland and Labrador,Proportion of employment,Specialized middle management occupations,Women,41.3
2003,Newfoundland and Labrador,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,53.1
2003,Newfoundland and Labrador,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,48
2003,Newfoundland and Labrador,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,80
2003,Newfoundland and Labrador,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,20
2003,Prince Edward Island,Proportion of employment,"Total, all occupations",Men,51.1
2003,Prince Edward Island,Proportion of employment,"Total, all occupations",Women,48.9
2003,Prince Edward Island,Proportion of employment,Management occupations,Men,63.8
2003,Prince Edward Island,Proportion of employment,Management occupations,Women,36.2
2003,Prince Edward Island,Proportion of employment,Legislative and senior management occupations,Men,NA
2003,Prince Edward Island,Proportion of employment,Legislative and senior management occupations,Women,NA
2003,Prince Edward Island,Proportion of employment,Specialized middle management occupations,Men,46.7
2003,Prince Edward Island,Proportion of employment,Specialized middle management occupations,Women,53.3
2003,Prince Edward Island,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,57.7
2003,Prince Edward Island,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,46.2
2003,Prince Edward Island,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,84
2003,Prince Edward Island,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,16
2003,Nova Scotia,Proportion of employment,"Total, all occupations",Men,51.6
2003,Nova Scotia,Proportion of employment,"Total, all occupations",Women,48.4
2003,Nova Scotia,Proportion of employment,Management occupations,Men,64.2
2003,Nova Scotia,Proportion of employment,Management occupations,Women,35.8
2003,Nova Scotia,Proportion of employment,Legislative and senior management occupations,Men,NA
2003,Nova Scotia,Proportion of employment,Legislative and senior management occupations,Women,NA
2003,Nova Scotia,Proportion of employment,Specialized middle management occupations,Men,52.1
2003,Nova Scotia,Proportion of employment,Specialized middle management occupations,Women,47.9
2003,Nova Scotia,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,58.9
2003,Nova Scotia,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,41.8
2003,Nova Scotia,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,85.6
2003,Nova Scotia,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,14.4
2003,New Brunswick,Proportion of employment,"Total, all occupations",Men,51.5
2003,New Brunswick,Proportion of employment,"Total, all occupations",Women,48.5
2003,New Brunswick,Proportion of employment,Management occupations,Men,62.5
2003,New Brunswick,Proportion of employment,Management occupations,Women,37.5
2003,New Brunswick,Proportion of employment,Legislative and senior management occupations,Men,NA
2003,New Brunswick,Proportion of employment,Legislative and senior management occupations,Women,NA
2003,New Brunswick,Proportion of employment,Specialized middle management occupations,Men,51.2
2003,New Brunswick,Proportion of employment,Specialized middle management occupations,Women,47.6
2003,New Brunswick,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,54.4
2003,New Brunswick,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,45.6
2003,New Brunswick,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,88.4
2003,New Brunswick,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,11.6
2003,Quebec,Proportion of employment,"Total, all occupations",Men,53.5
2003,Quebec,Proportion of employment,"Total, all occupations",Women,46.5
2003,Quebec,Proportion of employment,Management occupations,Men,66.1
2003,Quebec,Proportion of employment,Management occupations,Women,33.9
2003,Quebec,Proportion of employment,Legislative and senior management occupations,Men,79.1
2003,Quebec,Proportion of employment,Legislative and senior management occupations,Women,20.9
2003,Quebec,Proportion of employment,Specialized middle management occupations,Men,53
2003,Quebec,Proportion of employment,Specialized middle management occupations,Women,47
2003,Quebec,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,62.9
2003,Quebec,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,37.1
2003,Quebec,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,83
2003,Quebec,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,17
2003,Ontario,Proportion of employment,"Total, all occupations",Men,53.1
2003,Ontario,Proportion of employment,"Total, all occupations",Women,46.9
2003,Ontario,Proportion of employment,Management occupations,Men,64.4
2003,Ontario,Proportion of employment,Management occupations,Women,35.6
2003,Ontario,Proportion of employment,Legislative and senior management occupations,Men,75.8
2003,Ontario,Proportion of employment,Legislative and senior management occupations,Women,24.5
2003,Ontario,Proportion of employment,Specialized middle management occupations,Men,52.9
2003,Ontario,Proportion of employment,Specialized middle management occupations,Women,47.1
2003,Ontario,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,58.8
2003,Ontario,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,41.1
2003,Ontario,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,84.8
2003,Ontario,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,15.2
2003,Manitoba,Proportion of employment,"Total, all occupations",Men,53.3
2003,Manitoba,Proportion of employment,"Total, all occupations",Women,46.7
2003,Manitoba,Proportion of employment,Management occupations,Men,68
2003,Manitoba,Proportion of employment,Management occupations,Women,32
2003,Manitoba,Proportion of employment,Legislative and senior management occupations,Men,71.4
2003,Manitoba,Proportion of employment,Legislative and senior management occupations,Women,28.6
2003,Manitoba,Proportion of employment,Specialized middle management occupations,Men,52
2003,Manitoba,Proportion of employment,Specialized middle management occupations,Women,48
2003,Manitoba,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,58.4
2003,Manitoba,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,41.6
2003,Manitoba,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,83.6
2003,Manitoba,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,16.8
2003,Saskatchewan,Proportion of employment,"Total, all occupations",Men,53.1
2003,Saskatchewan,Proportion of employment,"Total, all occupations",Women,46.8
2003,Saskatchewan,Proportion of employment,Management occupations,Men,70.6
2003,Saskatchewan,Proportion of employment,Management occupations,Women,29.4
2003,Saskatchewan,Proportion of employment,Legislative and senior management occupations,Men,50
2003,Saskatchewan,Proportion of employment,Legislative and senior management occupations,Women,50
2003,Saskatchewan,Proportion of employment,Specialized middle management occupations,Men,55.5
2003,Saskatchewan,Proportion of employment,Specialized middle management occupations,Women,44.5
2003,Saskatchewan,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,56.3
2003,Saskatchewan,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,43.7
2003,Saskatchewan,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,82.1
2003,Saskatchewan,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,17.9
2003,Alberta,Proportion of employment,"Total, all occupations",Men,54.6
2003,Alberta,Proportion of employment,"Total, all occupations",Women,45.4
2003,Alberta,Proportion of employment,Management occupations,Men,66.5
2003,Alberta,Proportion of employment,Management occupations,Women,33.5
2003,Alberta,Proportion of employment,Legislative and senior management occupations,Men,81
2003,Alberta,Proportion of employment,Legislative and senior management occupations,Women,19
2003,Alberta,Proportion of employment,Specialized middle management occupations,Men,55.3
2003,Alberta,Proportion of employment,Specialized middle management occupations,Women,44.4
2003,Alberta,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,55.7
2003,Alberta,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,44.3
2003,Alberta,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,79.8
2003,Alberta,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,20.3
2003,British Columbia,Proportion of employment,"Total, all occupations",Men,52.9
2003,British Columbia,Proportion of employment,"Total, all occupations",Women,47.1
2003,British Columbia,Proportion of employment,Management occupations,Men,65.3
2003,British Columbia,Proportion of employment,Management occupations,Women,34.7
2003,British Columbia,Proportion of employment,Legislative and senior management occupations,Men,68.3
2003,British Columbia,Proportion of employment,Legislative and senior management occupations,Women,31.7
2003,British Columbia,Proportion of employment,Specialized middle management occupations,Men,57.3
2003,British Columbia,Proportion of employment,Specialized middle management occupations,Women,42.5
2003,British Columbia,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,59
2003,British Columbia,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,41
2003,British Columbia,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,82.8
2003,British Columbia,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,17.2
2004,Canada,Proportion of employment,"Total, all occupations",Men,53.2
2004,Canada,Proportion of employment,"Total, all occupations",Women,46.8
2004,Canada,Proportion of employment,Management occupations,Men,64.6
2004,Canada,Proportion of employment,Management occupations,Women,35.4
2004,Canada,Proportion of employment,Legislative and senior management occupations,Men,77.8
2004,Canada,Proportion of employment,Legislative and senior management occupations,Women,22.1
2004,Canada,Proportion of employment,Specialized middle management occupations,Men,52.2
2004,Canada,Proportion of employment,Specialized middle management occupations,Women,47.8
2004,Canada,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,57.9
2004,Canada,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,42.1
2004,Canada,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,82.3
2004,Canada,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,17.7
2004,Newfoundland and Labrador,Proportion of employment,"Total, all occupations",Men,52.3
2004,Newfoundland and Labrador,Proportion of employment,"Total, all occupations",Women,47.7
2004,Newfoundland and Labrador,Proportion of employment,Management occupations,Men,64.6
2004,Newfoundland and Labrador,Proportion of employment,Management occupations,Women,35.4
2004,Newfoundland and Labrador,Proportion of employment,Legislative and senior management occupations,Men,61.5
2004,Newfoundland and Labrador,Proportion of employment,Legislative and senior management occupations,Women,38.5
2004,Newfoundland and Labrador,Proportion of employment,Specialized middle management occupations,Men,65.2
2004,Newfoundland and Labrador,Proportion of employment,Specialized middle management occupations,Women,34.8
2004,Newfoundland and Labrador,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,56.4
2004,Newfoundland and Labrador,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,43.6
2004,Newfoundland and Labrador,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,NA
2004,Newfoundland and Labrador,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,NA
2004,Prince Edward Island,Proportion of employment,"Total, all occupations",Men,50.9
2004,Prince Edward Island,Proportion of employment,"Total, all occupations",Women,49.1
2004,Prince Edward Island,Proportion of employment,Management occupations,Men,61.9
2004,Prince Edward Island,Proportion of employment,Management occupations,Women,38.1
2004,Prince Edward Island,Proportion of employment,Legislative and senior management occupations,Men,NA
2004,Prince Edward Island,Proportion of employment,Legislative and senior management occupations,Women,NA
2004,Prince Edward Island,Proportion of employment,Specialized middle management occupations,Men,40
2004,Prince Edward Island,Proportion of employment,Specialized middle management occupations,Women,60
2004,Prince Edward Island,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,53.8
2004,Prince Edward Island,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,46.2
2004,Prince Edward Island,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,NA
2004,Prince Edward Island,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,NA
2004,Nova Scotia,Proportion of employment,"Total, all occupations",Men,51.8
2004,Nova Scotia,Proportion of employment,"Total, all occupations",Women,48.2
2004,Nova Scotia,Proportion of employment,Management occupations,Men,61.1
2004,Nova Scotia,Proportion of employment,Management occupations,Women,39.1
2004,Nova Scotia,Proportion of employment,Legislative and senior management occupations,Men,66.7
2004,Nova Scotia,Proportion of employment,Legislative and senior management occupations,Women,33.3
2004,Nova Scotia,Proportion of employment,Specialized middle management occupations,Men,52.1
2004,Nova Scotia,Proportion of employment,Specialized middle management occupations,Women,47.9
2004,Nova Scotia,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,54.8
2004,Nova Scotia,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,45.2
2004,Nova Scotia,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,85.7
2004,Nova Scotia,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,14.3
2004,New Brunswick,Proportion of employment,"Total, all occupations",Men,51.2
2004,New Brunswick,Proportion of employment,"Total, all occupations",Women,48.8
2004,New Brunswick,Proportion of employment,Management occupations,Men,64.7
2004,New Brunswick,Proportion of employment,Management occupations,Women,35.3
2004,New Brunswick,Proportion of employment,Legislative and senior management occupations,Men,NA
2004,New Brunswick,Proportion of employment,Legislative and senior management occupations,Women,NA
2004,New Brunswick,Proportion of employment,Specialized middle management occupations,Men,50
2004,New Brunswick,Proportion of employment,Specialized middle management occupations,Women,51.4
2004,New Brunswick,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,61.8
2004,New Brunswick,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,38.2
2004,New Brunswick,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,84.1
2004,New Brunswick,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,15.9
2004,Quebec,Proportion of employment,"Total, all occupations",Men,53.3
2004,Quebec,Proportion of employment,"Total, all occupations",Women,46.7
2004,Quebec,Proportion of employment,Management occupations,Men,64.4
2004,Quebec,Proportion of employment,Management occupations,Women,35.6
2004,Quebec,Proportion of employment,Legislative and senior management occupations,Men,75.4
2004,Quebec,Proportion of employment,Legislative and senior management occupations,Women,25
2004,Quebec,Proportion of employment,Specialized middle management occupations,Men,49.4
2004,Quebec,Proportion of employment,Specialized middle management occupations,Women,50.7
2004,Quebec,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,59.6
2004,Quebec,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,40.4
2004,Quebec,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,83.9
2004,Quebec,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,16.1
2004,Ontario,Proportion of employment,"Total, all occupations",Men,53.1
2004,Ontario,Proportion of employment,"Total, all occupations",Women,46.9
2004,Ontario,Proportion of employment,Management occupations,Men,64
2004,Ontario,Proportion of employment,Management occupations,Women,35.9
2004,Ontario,Proportion of employment,Legislative and senior management occupations,Men,80.6
2004,Ontario,Proportion of employment,Legislative and senior management occupations,Women,19.6
2004,Ontario,Proportion of employment,Specialized middle management occupations,Men,53.1
2004,Ontario,Proportion of employment,Specialized middle management occupations,Women,47
2004,Ontario,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,57.3
2004,Ontario,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,42.7
2004,Ontario,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,84.8
2004,Ontario,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,15.2
2004,Manitoba,Proportion of employment,"Total, all occupations",Men,53
2004,Manitoba,Proportion of employment,"Total, all occupations",Women,47
2004,Manitoba,Proportion of employment,Management occupations,Men,67.8
2004,Manitoba,Proportion of employment,Management occupations,Women,32.3
2004,Manitoba,Proportion of employment,Legislative and senior management occupations,Men,69
2004,Manitoba,Proportion of employment,Legislative and senior management occupations,Women,31
2004,Manitoba,Proportion of employment,Specialized middle management occupations,Men,48.5
2004,Manitoba,Proportion of employment,Specialized middle management occupations,Women,51.5
2004,Manitoba,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,62.8
2004,Manitoba,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,37.2
2004,Manitoba,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,82.6
2004,Manitoba,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,17
2004,Saskatchewan,Proportion of employment,"Total, all occupations",Men,53.1
2004,Saskatchewan,Proportion of employment,"Total, all occupations",Women,46.9
2004,Saskatchewan,Proportion of employment,Management occupations,Men,70
2004,Saskatchewan,Proportion of employment,Management occupations,Women,29.8
2004,Saskatchewan,Proportion of employment,Legislative and senior management occupations,Men,79.2
2004,Saskatchewan,Proportion of employment,Legislative and senior management occupations,Women,20.8
2004,Saskatchewan,Proportion of employment,Specialized middle management occupations,Men,51.2
2004,Saskatchewan,Proportion of employment,Specialized middle management occupations,Women,48.8
2004,Saskatchewan,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,56.1
2004,Saskatchewan,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,43.4
2004,Saskatchewan,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,81.4
2004,Saskatchewan,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,18.6
2004,Alberta,Proportion of employment,"Total, all occupations",Men,54.6
2004,Alberta,Proportion of employment,"Total, all occupations",Women,45.4
2004,Alberta,Proportion of employment,Management occupations,Men,66.6
2004,Alberta,Proportion of employment,Management occupations,Women,33.4
2004,Alberta,Proportion of employment,Legislative and senior management occupations,Men,NA
2004,Alberta,Proportion of employment,Legislative and senior management occupations,Women,NA
2004,Alberta,Proportion of employment,Specialized middle management occupations,Men,54.4
2004,Alberta,Proportion of employment,Specialized middle management occupations,Women,45.6
2004,Alberta,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,56.3
2004,Alberta,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,43.7
2004,Alberta,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,78.8
2004,Alberta,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,21.2
2004,British Columbia,Proportion of employment,"Total, all occupations",Men,52.8
2004,British Columbia,Proportion of employment,"Total, all occupations",Women,47.2
2004,British Columbia,Proportion of employment,Management occupations,Men,62.6
2004,British Columbia,Proportion of employment,Management occupations,Women,37.4
2004,British Columbia,Proportion of employment,Legislative and senior management occupations,Men,77.2
2004,British Columbia,Proportion of employment,Legislative and senior management occupations,Women,22.8
2004,British Columbia,Proportion of employment,Specialized middle management occupations,Men,53.4
2004,British Columbia,Proportion of employment,Specialized middle management occupations,Women,46.6
2004,British Columbia,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,57.8
2004,British Columbia,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,42.2
2004,British Columbia,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,76.3
2004,British Columbia,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,23.5
2005,Canada,Proportion of employment,"Total, all occupations",Men,53.2
2005,Canada,Proportion of employment,"Total, all occupations",Women,46.8
2005,Canada,Proportion of employment,Management occupations,Men,65.3
2005,Canada,Proportion of employment,Management occupations,Women,34.7
2005,Canada,Proportion of employment,Legislative and senior management occupations,Men,75.9
2005,Canada,Proportion of employment,Legislative and senior management occupations,Women,24.1
2005,Canada,Proportion of employment,Specialized middle management occupations,Men,52.7
2005,Canada,Proportion of employment,Specialized middle management occupations,Women,47.3
2005,Canada,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,58.5
2005,Canada,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,41.5
2005,Canada,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,83.8
2005,Canada,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,16.2
2005,Newfoundland and Labrador,Proportion of employment,"Total, all occupations",Men,52
2005,Newfoundland and Labrador,Proportion of employment,"Total, all occupations",Women,48
2005,Newfoundland and Labrador,Proportion of employment,Management occupations,Men,57.6
2005,Newfoundland and Labrador,Proportion of employment,Management occupations,Women,42.4
2005,Newfoundland and Labrador,Proportion of employment,Legislative and senior management occupations,Men,NA
2005,Newfoundland and Labrador,Proportion of employment,Legislative and senior management occupations,Women,NA
2005,Newfoundland and Labrador,Proportion of employment,Specialized middle management occupations,Men,55
2005,Newfoundland and Labrador,Proportion of employment,Specialized middle management occupations,Women,45
2005,Newfoundland and Labrador,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,48.6
2005,Newfoundland and Labrador,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,50
2005,Newfoundland and Labrador,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,NA
2005,Newfoundland and Labrador,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,NA
2005,Prince Edward Island,Proportion of employment,"Total, all occupations",Men,50.7
2005,Prince Edward Island,Proportion of employment,"Total, all occupations",Women,49.3
2005,Prince Edward Island,Proportion of employment,Management occupations,Men,69.8
2005,Prince Edward Island,Proportion of employment,Management occupations,Women,30.2
2005,Prince Edward Island,Proportion of employment,Legislative and senior management occupations,Men,NA
2005,Prince Edward Island,Proportion of employment,Legislative and senior management occupations,Women,NA
2005,Prince Edward Island,Proportion of employment,Specialized middle management occupations,Men,50
2005,Prince Edward Island,Proportion of employment,Specialized middle management occupations,Women,50
2005,Prince Edward Island,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,63.6
2005,Prince Edward Island,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,36.4
